Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.4144,0.8288,0.9877,0.8846,0.059
LSTM,Joint,2,0.0593,0.8577,0.9864,0.9066,0.0488
LSTM,Joint,3,0.0338,0.9868,0.9736,0.9799,0.0524
LSTM,Joint,4,0.0416,0.9836,0.9902,0.9868,0.0324
LSTM,Joint,5,0.0219,0.989,0.9907,0.9898,0.0242
LSTM,Joint,6,0.0214,0.9788,0.9888,0.9835,0.0332
LSTM,Joint,7,0.014,0.9918,0.9927,0.9922,0.0158
LSTM,Joint,8,0.0103,0.9921,0.9929,0.9925,0.0142
LSTM,Joint,9,0.0099,0.9929,0.9927,0.9928,0.0204
LSTM,Joint,10,0.0087,0.9933,0.993,0.9931,0.0188
LSTM,Joint,11,0.0077,0.985,0.9959,0.9904,0.0174
LSTM,Joint,12,0.0079,0.9911,0.9947,0.9929,0.0181
LSTM,Joint,13,0.0112,0.9807,0.9957,0.9881,0.0167
LSTM,Joint,14,0.0275,0.9822,0.9914,0.9867,0.032
LSTM,Joint,15,0.0091,0.9883,0.9943,0.9912,0.0168
LSTM,Joint,16,0.0072,0.9902,0.9948,0.9925,0.0169
LSTM,Joint,17,0.0067,0.9917,0.9952,0.9934,0.0169
LSTM,Joint,18,0.0063,0.9902,0.9958,0.993,0.0161
LSTM,Stage1,1,0.1225,0.9866,0.9779,0.9822,0.047
LSTM,Stage1,2,0.0557,0.9975,0.9797,0.9885,0.0367
LSTM,Stage1,3,0.0474,0.9974,0.9795,0.9884,0.0325
LSTM,Stage1,4,0.0401,0.9976,0.9795,0.9885,0.0324
LSTM,Stage1,5,0.0362,0.9975,0.9795,0.9884,0.0304
LSTM,Stage1,6,0.0331,0.9959,0.9804,0.9881,0.0236
LSTM,Stage1,7,0.0279,0.9889,0.9833,0.9861,0.0222
LSTM,Stage1,8,0.024,0.9749,0.9851,0.98,0.0284
LSTM,Stage1,9,0.0251,0.9974,0.9805,0.9889,0.0248
LSTM,Stage1,10,0.0264,0.9952,0.9831,0.9891,0.0213
