Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.37,0.9926,0.9937,0.9862,1.1328,99.32,0.9919,0.9932,0.9836,99.54,2.7658,99.43,0.9924,99.54,0.9953,-0.05000000000001137,-0.0007000000000000339,Joint,Joint
LSTM,99.53,0.9939,0.9953,0.9817,0.5385,99.47,0.9941,0.9947,0.9841,100.0,1.572,99.47,0.9929,100.0,1.0,-0.060000000000002274,0.00019999999999997797,Joint,Cascade
LightGBM,99.54,0.9883,0.9954,0.9727,0.1491,99.37,0.9905,0.9936,0.9697,99.99,0.6739,99.37,0.9915,99.99,0.9984,-0.1700000000000017,0.0022000000000000908,Joint,Cascade
MAMBA,98.74,0.9855,0.9875,0.9802,0.5996,99.15,0.9819,0.9915,0.9777,99.54,1.6101,99.27,0.9902,99.54,0.9945,0.4100000000000108,-0.0036000000000000476,Cascade,Joint
MiniRocket,99.41,0.9661,0.9941,0.9022,,99.46,0.9796,0.9946,0.9778,99.86,0.5705,99.5,0.9933,99.87,0.9783,0.04999999999999716,0.013500000000000068,Cascade,Cascade
TRANSFORMER,99.53,0.9962,0.9953,0.9922,0.2297,99.53,0.9962,0.9953,0.985,100.0,0.8781,99.53,0.9937,100.0,1.0,0.0,0.0,Tie,Tie
