model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1,0_precision,0_recall,0_f1,1_precision,1_recall,1_f1,2_precision,2_recall,2_f1,3_precision,3_recall,3_f1
Decision Trees,26.72,26.72,1,1,1.3882,0,0.3586587905883789,0.4142,False,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,0.2564,0.1875,0.2166,0.2624,0.2313,0.2458,0.2549,0.1625,0.1985,0.2786,0.4875,0.3545,0.2631,0.2672,0.2539,0.2631,0.2672,0.2539,30.0,37.0,25.0,31.0,37.0,26.0,29.0,37.0,26.0,27.0,30.0,25.0,,,,,,,,,,,,
Nearest Neighbor,25.0,25.0,1,1,,0,4.0107,0.0627,False,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,0.2514,0.2875,0.2682,0.25,0.0437,0.0745,0.2489,0.3625,0.2952,0.25,0.3063,0.2753,0.2501,0.25,0.2283,0.2501,0.25,0.2283,46.0,7.0,58.0,46.0,7.0,58.0,46.0,7.0,58.0,45.0,7.0,59.0,,,,,,,,,,,,
LSTM,25.16,25.0,18,35,1.3863,18004,0.137359619140625,9.8535,True,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,0.25,0.0688,0.1078,0.25,0.5312,0.34,0.25,0.2,0.2222,0.25,0.2,0.2222,0.25,0.25,0.2231,0.25,0.25,0.2231,11.0,85.0,32.0,11.0,85.0,32.0,11.0,85.0,32.0,11.0,85.0,32.0,,,,,,,,,,,,
Mamba,25.16,25.0,16,101,1.3864,6106,0.0465850830078125,36.614,False,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,0.25,0.2125,0.2297,0.25,0.2,0.2222,0.25,0.0375,0.0652,0.25,0.55,0.3438,0.25,0.25,0.2152,0.25,0.25,0.2152,34.0,32.0,6.0,34.0,32.0,6.0,34.0,32.0,6.0,34.0,32.0,6.0,,,,,,,,,,,,
Transformer,25.0,25.0,1,41,1.3864,41940,0.319976806640625,18.4338,True,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,0.25,0.4062,0.3095,0.25,0.1437,0.1825,0.25,0.275,0.2619,0.25,0.175,0.2059,0.25,0.25,0.24,0.25,0.25,0.24,65.0,23.0,44.0,65.0,23.0,44.0,65.0,23.0,44.0,65.0,23.0,44.0,,,,,,,,,,,,
MLP,25.31,25.0,6,101,0.2764,644,0.004913330078125,6.0788,False,0,30min800Norm_Noise_Train_640,geo/30min-800/30min800Norm_Noise_Train_640.log,,,,,,,,,,,,,0.2499,0.25,0.2487,0.2499,0.25,0.2487,37.0,35.0,50.0,37.0,35.0,50.0,37.0,35.0,50.0,38.0,35.0,49.0,0.2483,0.2313,0.2395,0.25,0.2188,0.2333,0.2513,0.3125,0.2786,0.25,0.2375,0.2436
