Model,Epoch,Validation Loss,Validation Accuracy
MLP,59,0.222,50.94
MLP,60,0.2222,50.94
MLP,61,0.222,51.25
MLP,62,0.2222,51.25
MLP,63,0.2218,51.25
MLP,64,0.2214,51.41
MLP,65,0.2213,51.41
MLP,66,0.2217,51.72
MLP,67,0.2213,51.25
MLP,68,0.222,51.72
MLP,69,0.2219,51.88
MLP,70,0.2218,52.03
MLP,71,0.2221,52.03
MLP,72,0.2219,51.88
MLP,73,0.222,52.03
MLP,74,0.2218,52.19
MLP,75,0.2215,51.88
MLP,76,0.2215,51.88
MLP,77,0.2213,51.88
MLP,78,0.2213,51.88
MLP,79,0.2212,51.88
MLP,80,0.2212,51.88
MLP,81,0.2212,51.88
MLP,82,0.2213,51.72
MLP,83,0.2212,51.72
MLP,84,0.2213,51.72
MLP,85,0.2213,51.72
MLP,86,0.2212,51.72
MLP,87,0.2212,51.88
MLP,88,0.2211,52.03
MLP,89,0.2211,51.88
MLP,90,0.2211,51.88
MLP,91,0.2211,51.88
MLP,92,0.2211,51.88
MLP,93,0.2211,51.88
MLP,94,0.2211,51.88
MLP,95,0.2211,51.88
MLP,96,0.2211,51.88
MLP,97,0.2211,51.88
MLP,98,0.2211,51.88
MLP,99,0.2211,51.88
MLP,100,0.2211,51.88
