Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3795,25.0
LSTM,2,1.3739,27.5
LSTM,3,1.3689,39.22
LSTM,4,1.2603,41.56
LSTM,5,1.2053,38.91
LSTM,6,1.1795,42.66
LSTM,7,1.0168,55.47
LSTM,8,0.9031,56.88
LSTM,9,0.8766,47.34
LSTM,10,0.8943,54.22
LSTM,11,0.9302,48.12
LSTM,12,0.8807,48.75
LSTM,13,0.9017,52.81
LSTM,14,0.8613,49.53
LSTM,15,0.8562,49.53
LSTM,16,0.8601,56.25
LSTM,17,0.872,52.5
LSTM,18,0.8644,49.84
LSTM,19,0.8685,53.59
LSTM,20,0.8869,49.84
LSTM,21,0.9065,47.81
LSTM,22,0.8705,50.47
LSTM,23,0.8762,49.84
LSTM,24,0.8703,51.25
LSTM,25,0.8802,54.06
Mamba,1,1.3857,18.91
Mamba,2,1.383,29.38
Mamba,3,1.3785,30.0
Mamba,4,1.3613,29.84
Mamba,5,1.324,28.91
Mamba,6,1.2813,34.69
Mamba,7,1.2483,38.28
Mamba,8,1.1908,39.22
Mamba,9,1.1355,41.09
Mamba,10,1.1115,44.69
Mamba,11,1.1158,44.53
Mamba,12,1.0595,48.91
Mamba,13,1.019,50.0
Mamba,14,1.0038,51.72
Mamba,15,0.9845,54.53
Mamba,16,0.9545,58.59
Mamba,17,0.9421,61.41
Mamba,18,0.9221,63.59
Mamba,19,0.9093,62.5
Mamba,20,0.8849,60.78
Mamba,21,0.8714,63.44
Mamba,22,0.8501,66.56
Mamba,23,0.8384,67.97
Mamba,24,0.8128,68.12
Mamba,25,0.7921,65.94
Mamba,26,0.7611,67.03
Mamba,27,0.7496,68.12
Mamba,28,0.7291,67.66
Mamba,29,0.7166,67.03
Mamba,30,0.7117,69.53
Mamba,31,0.7046,69.22
Mamba,32,0.6928,68.44
Mamba,33,0.685,68.28
Mamba,34,0.6828,68.75
Mamba,35,0.6938,69.22
Mamba,36,0.679,68.44
Mamba,37,0.69,69.06
Mamba,38,0.7081,67.66
Mamba,39,0.6833,69.53
Mamba,40,0.669,69.69
Mamba,41,0.685,69.38
Mamba,42,0.6845,70.0
Mamba,43,0.695,69.22
Mamba,44,0.6876,68.91
Mamba,45,0.7179,68.91
Mamba,46,0.685,69.69
Mamba,47,0.685,70.16
Mamba,48,0.703,70.47
Mamba,49,0.7076,70.16
Mamba,50,0.7161,69.22
Transformer,1,1.3838,28.59
Transformer,2,1.3558,31.56
Transformer,3,1.2747,39.69
Transformer,4,1.211,40.47
Transformer,5,1.1743,42.19
Transformer,6,1.1441,41.88
Transformer,7,1.1523,43.75
Transformer,8,1.1207,43.44
Transformer,9,1.1076,44.06
Transformer,10,1.036,43.91
Transformer,11,1.0268,49.06
Transformer,12,1.0045,48.91
Transformer,13,1.0264,46.88
Transformer,14,1.0041,50.62
Transformer,15,0.9689,51.72
Transformer,16,0.9363,53.91
Transformer,17,0.9979,50.78
Transformer,18,0.9234,53.75
Transformer,19,1.0349,50.78
Transformer,20,0.8715,56.72
Transformer,21,0.8564,56.72
Transformer,22,0.9648,53.12
Transformer,23,0.8216,59.38
Transformer,24,0.8718,56.56
Transformer,25,0.8375,58.28
Transformer,26,0.9004,55.62
Transformer,27,0.7954,58.59
Transformer,28,0.7975,60.62
Transformer,29,0.8157,58.75
Transformer,30,0.8048,59.22
Transformer,31,0.8393,60.31
Transformer,32,0.8013,60.47
Transformer,33,0.8047,59.69
Transformer,34,0.7951,61.25
Transformer,35,0.8089,61.25
Transformer,36,0.7685,61.56
Transformer,37,0.8676,61.72
Transformer,38,0.797,61.56
Transformer,39,0.8422,60.47
Transformer,40,0.8356,64.22
Transformer,41,0.8349,61.72
Transformer,42,0.8498,60.16
Transformer,43,0.8127,62.97
Transformer,44,0.8122,63.28
Transformer,45,0.8279,62.5
Transformer,46,0.8234,63.28
MLP,1,0.2606,35.31
MLP,2,0.2619,38.44
MLP,3,0.2614,41.88
MLP,4,0.2619,43.75
MLP,5,0.261,45.78
MLP,6,0.2596,46.56
MLP,7,0.2587,46.72
MLP,8,0.2567,46.41
MLP,9,0.2549,46.56
MLP,10,0.2532,46.72
MLP,11,0.2517,47.5
MLP,12,0.2495,48.28
MLP,13,0.2473,47.97
MLP,14,0.2459,48.12
MLP,15,0.2454,48.44
MLP,16,0.2433,49.06
MLP,17,0.242,49.53
MLP,18,0.2414,49.22
MLP,19,0.2395,49.84
MLP,20,0.2374,49.84
MLP,21,0.2367,50.0
MLP,22,0.2358,49.38
MLP,23,0.2344,49.53
MLP,24,0.2334,49.69
MLP,25,0.2337,50.78
MLP,26,0.2328,50.31
MLP,27,0.2321,50.47
MLP,28,0.2315,50.47
MLP,29,0.2308,50.31
MLP,30,0.2302,50.31
MLP,31,0.23,50.62
MLP,32,0.2296,50.78
MLP,33,0.2298,50.94
MLP,34,0.2287,50.78
MLP,35,0.2266,50.47
MLP,36,0.2268,50.47
MLP,37,0.2267,51.09
MLP,38,0.2258,51.09
MLP,39,0.2262,51.09
MLP,40,0.2252,51.25
MLP,41,0.2248,51.09
MLP,42,0.2257,51.41
MLP,43,0.2255,51.41
MLP,44,0.2244,51.72
MLP,45,0.2245,51.56
MLP,46,0.2247,51.09
MLP,47,0.224,51.09
MLP,48,0.2246,50.94
MLP,49,0.2245,51.25
MLP,50,0.2244,51.09
MLP,51,0.2243,51.09
MLP,52,0.2239,51.25
MLP,53,0.2242,51.41
MLP,54,0.2244,51.25
MLP,55,0.2242,51.25
MLP,56,0.2242,51.56
MLP,57,0.2231,51.56
MLP,58,0.2224,50.78
