model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1,0_precision,0_recall,0_f1,1_precision,1_recall,1_f1,2_precision,2_recall,2_f1,3_precision,3_recall,3_f1
Decision Trees,72.97,72.97,1,1,0.5817,0,0.34221363067626953,0.2903,False,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,0.5,0.5312,0.5152,0.9074,0.9187,0.913,0.5068,0.4688,0.487,1.0,1.0,1.0,0.7285,0.7297,0.7288,0.7285,0.7297,0.7288,85.0,8.0,67.0,7.0,147.0,6.0,78.0,7.0,75.0,0.0,0.0,0.0,,,,,,,,,,,,
Nearest Neighbor,46.72,46.72,1,1,,0,4.0107,0.0616,False,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,0.4419,0.3563,0.3945,0.4474,0.6375,0.5258,0.3905,0.2562,0.3094,0.5562,0.6188,0.5858,0.459,0.4672,0.4539,0.459,0.4672,0.4539,57.0,40.0,44.0,9.0,102.0,11.0,51.0,46.0,41.0,12.0,40.0,9.0,,,,,,,,,,,,
LSTM,56.88,54.06,8,26,0.8802,18004,0.137359619140625,7.3627,True,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,0.0,0.0,0.0,0.5974,0.2875,0.3882,0.4776,0.9313,0.6314,0.6345,0.9437,0.7588,0.4274,0.5406,0.4446,0.4274,0.5406,0.4446,0.0,18.0,142.0,12.0,46.0,15.0,0.0,11.0,149.0,1.0,2.0,6.0,,,,,,,,,,,,
Mamba,70.47,69.22,48,51,0.7161,6106,0.0465850830078125,18.8251,True,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,0.4805,0.4625,0.4713,0.7619,0.9,0.8252,0.4892,0.425,0.4548,0.9937,0.9812,0.9874,0.6813,0.6922,0.6847,0.6813,0.6922,0.6847,74.0,22.0,64.0,11.0,144.0,5.0,68.0,23.0,68.0,1.0,0.0,2.0,,,,,,,,,,,,
Transformer,64.22,63.28,40,47,0.8234,41940,0.319976806640625,22.7238,True,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,0.4286,0.375,0.4,0.6836,0.7562,0.7181,0.4625,0.4625,0.4625,0.9202,0.9375,0.9288,0.6237,0.6328,0.6273,0.6237,0.6328,0.6273,60.0,23.0,73.0,20.0,121.0,12.0,57.0,27.0,74.0,3.0,6.0,1.0,,,,,,,,,,,,
MLP,52.19,51.88,75,101,0.2211,644,0.004913330078125,6.5344,False,0,30min800OE_Norm_Noise_Train_640,geo/30min-800/30min800OE_Norm_Noise_Train_640.log,,,,,,,,,,,,,0.5357,0.5188,0.5224,0.5357,0.5188,0.5224,42.0,41.0,77.0,31.0,67.0,62.0,47.0,34.0,79.0,5.0,6.0,5.0,0.336,0.2625,0.2947,0.4527,0.4188,0.4351,0.3543,0.4938,0.4125,1.0,0.9,0.9474
