Model,label,precision,recall,f1,support
Decision Trees,no_thrust,0.2564,0.1875,0.2166,160
Decision Trees,chemical,0.2624,0.2313,0.2458,160
Decision Trees,electric,0.2549,0.1625,0.1985,160
Decision Trees,impulsive,0.2786,0.4875,0.3545,160
Decision Trees,macro_avg,0.2631,0.2672,0.2539,640
Decision Trees,weighted_avg,0.2631,0.2672,0.2539,640
Decision Trees,t_no_thrust,30.0,37.0,25.0,68
Decision Trees,t_chemical,31.0,37.0,26.0,66
Decision Trees,t_electric,29.0,37.0,26.0,68
Decision Trees,t_impulsive,27.0,30.0,25.0,78
Nearest Neighbor,no_thrust,0.2514,0.2875,0.2682,160
Nearest Neighbor,chemical,0.25,0.0437,0.0745,160
Nearest Neighbor,electric,0.2489,0.3625,0.2952,160
Nearest Neighbor,impulsive,0.25,0.3063,0.2753,160
Nearest Neighbor,macro_avg,0.2501,0.25,0.2283,640
Nearest Neighbor,weighted_avg,0.2501,0.25,0.2283,640
Nearest Neighbor,t_no_thrust,46.0,7.0,58.0,49
Nearest Neighbor,t_chemical,46.0,7.0,58.0,49
Nearest Neighbor,t_electric,46.0,7.0,58.0,49
Nearest Neighbor,t_impulsive,45.0,7.0,59.0,49
LSTM,no_thrust,0.25,0.0688,0.1078,160
LSTM,chemical,0.25,0.5312,0.34,160
LSTM,electric,0.25,0.2,0.2222,160
LSTM,impulsive,0.25,0.2,0.2222,160
LSTM,macro_avg,0.25,0.25,0.2231,640
LSTM,weighted_avg,0.25,0.25,0.2231,640
LSTM,t_no_thrust,11.0,85.0,32.0,32
LSTM,t_chemical,11.0,85.0,32.0,32
LSTM,t_electric,11.0,85.0,32.0,32
LSTM,t_impulsive,11.0,85.0,32.0,32
Mamba,no_thrust,0.25,0.2125,0.2297,160
Mamba,chemical,0.25,0.2,0.2222,160
Mamba,electric,0.25,0.0375,0.0652,160
Mamba,impulsive,0.25,0.55,0.3438,160
Mamba,macro_avg,0.25,0.25,0.2152,640
Mamba,weighted_avg,0.25,0.25,0.2152,640
Mamba,t_no_thrust,34.0,32.0,6.0,88
Mamba,t_chemical,34.0,32.0,6.0,88
Mamba,t_electric,34.0,32.0,6.0,88
Mamba,t_impulsive,34.0,32.0,6.0,88
Transformer,no_thrust,0.25,0.4062,0.3095,160
Transformer,chemical,0.25,0.1437,0.1825,160
Transformer,electric,0.25,0.275,0.2619,160
Transformer,impulsive,0.25,0.175,0.2059,160
Transformer,macro_avg,0.25,0.25,0.24,640
Transformer,weighted_avg,0.25,0.25,0.24,640
Transformer,t_no_thrust,65.0,23.0,44.0,28
Transformer,t_chemical,65.0,23.0,44.0,28
Transformer,t_electric,65.0,23.0,44.0,28
Transformer,t_impulsive,65.0,23.0,44.0,28
MLP,0,0.2483,0.2313,0.2395,160
MLP,1,0.25,0.2188,0.2333,160
MLP,2,0.2513,0.3125,0.2786,160
MLP,3,0.25,0.2375,0.2436,160
MLP,macro_avg,0.2499,0.25,0.2487,640
MLP,weighted_avg,0.2499,0.25,0.2487,640
MLP,t_no_thrust,37.0,35.0,50.0,38
MLP,t_chemical,37.0,35.0,50.0,38
MLP,t_electric,37.0,35.0,50.0,38
MLP,t_impulsive,38.0,35.0,49.0,38
