model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,32,22,1.3448,1.363,0.142,0.0619,28660.0,0.218658447265625,193.7678,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
LSTM,Stage1,cascade,23,13,0.6447,0.6645,0.4397,0.4311,28586.0,0.2180938720703125,138.2358,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
LSTM,Stage2,cascade,12,2,1.0976,1.098,0.2796,0.2796,28623.0,0.21837615966796875,68.9683,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MAMBA,Joint,joint,30,20,1.3632,1.3776,0.1336,0.1073,12208.0,0.0931396484375,137.135,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MAMBA,Stage1,cascade,23,13,0.6633,0.6761,0.4365,0.4304,12014.0,0.0916595458984375,106.4649,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MAMBA,Stage2,cascade,34,24,1.0974,1.0982,0.2497,0.2397,12111.0,0.09239959716796875,152.9233,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
TRANSFORMER,Joint,joint,20,10,1.3488,1.3674,0.1361,0.1012,212996.0,1.625030517578125,41.4915,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,11,1,0.6398,0.682,0.437,0.437,212898.0,1.6242828369140625,23.318,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,27,17,1.0907,1.1029,0.2997,0.1994,212947.0,1.6246566772460938,55.5397,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
CNN,Joint,joint,19,9,1.3567,1.3714,0.1438,0.067,472708.0,3.606475830078125,214.5087,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
CNN,Stage1,cascade,13,3,0.6313,0.6475,0.4396,0.4095,472450.0,3.6045074462890625,146.7444,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
CNN,Stage2,cascade,19,9,1.0777,1.0893,0.2933,0.2228,472579.0,3.6054916381835938,208.5447,True,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.4040565490722656,1.7896,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20631694793701172,1.2135,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30109596252441406,0.45,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0855,,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0669,17.6537,False,0,100min1500EvalTest_Seed2,meo/100min-1500/100min1500EvalTest_Seed2.log
