model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,37,27,0.0192,0.0252,0.9959,0.9953,94780.0,0.723114013671875,333.1011,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,17,7,0.0239,0.0287,0.9931,0.9917,94646.0,0.7220916748046875,152.6591,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,30,20,0.0026,0.0027,0.9994,0.9994,94713.0,0.7226028442382812,269.0769,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,20,10,0.0374,0.0418,0.9925,0.9916,25018.0,0.1908721923828125,140.2088,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,20,10,0.0328,0.0381,0.9922,0.9907,24664.0,0.18817138671875,140.3977,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,33,23,0.0033,0.0035,0.996,0.9953,24841.0,0.18952178955078125,230.8348,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,31,21,0.0159,0.0182,0.9971,0.9938,404956.0,3.089569091796875,78.4433,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,21,11,0.017,0.0193,0.994,0.9912,404778.0,3.0882110595703125,52.8958,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,20,10,0.0125,0.0133,0.9601,0.9595,404867.0,3.0888900756835938,50.0897,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Joint,joint,25,15,0.0213,0.0353,0.9958,0.9958,473668.0,3.613800048828125,282.7761,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,21,11,0.0203,0.0242,0.9941,0.994,473410.0,3.6118316650390625,238.0152,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,19,9,0.0018,0.0031,0.9998,0.9983,473539.0,3.6128158569335938,209.3874,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4009132385253906,2.9539,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20508575439453125,2.2032,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30087757110595703,0.695,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,21.6308,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed1.log
