Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.3765,0.73,0.9719,0.7963,0.0859
LSTM,Joint,2,0.0296,0.9539,0.9874,0.9694,0.0394
LSTM,Joint,3,0.0587,0.9593,0.9912,0.9746,0.0369
LSTM,Joint,4,0.0196,0.9479,0.9919,0.9686,0.0306
LSTM,Joint,5,0.0385,0.9887,0.9937,0.9912,0.0266
LSTM,Joint,6,0.0176,0.9949,0.9938,0.9943,0.0248
LSTM,Joint,7,0.0145,0.9921,0.9934,0.9927,0.0249
LSTM,Joint,8,0.0202,0.994,0.9934,0.9937,0.0264
LSTM,Joint,9,0.0219,0.9963,0.9939,0.9951,0.0241
LSTM,Joint,10,0.0133,0.9963,0.9939,0.9951,0.024
LSTM,Joint,11,0.0137,0.9948,0.9935,0.9941,0.023
LSTM,Joint,12,0.0114,0.9963,0.9939,0.9951,0.0258
LSTM,Joint,13,0.0107,0.9963,0.9939,0.9951,0.0245
LSTM,Joint,14,0.0097,0.9964,0.9939,0.9951,0.0236
LSTM,Joint,15,0.0086,0.9962,0.9939,0.9951,0.0226
LSTM,Joint,16,0.0137,0.9917,0.9939,0.9928,0.0237
LSTM,Joint,17,0.0136,0.9955,0.9938,0.9946,0.0228
LSTM,Joint,18,0.0087,0.9962,0.9939,0.995,0.0229
LSTM,Joint,19,0.0082,0.9963,0.9939,0.9951,0.0202
LSTM,Joint,20,0.0074,0.9963,0.9939,0.9951,0.0244
LSTM,Joint,21,0.0063,0.9937,0.994,0.9938,0.0211
LSTM,Joint,22,0.0072,0.9946,0.9939,0.9942,0.0228
LSTM,Joint,23,0.0057,0.9963,0.9939,0.9951,0.0223
LSTM,Joint,24,0.0049,0.9963,0.9939,0.9951,0.0255
LSTM,Joint,25,0.0155,0.9788,0.993,0.9857,0.0245
LSTM,Joint,26,0.0066,0.9967,0.994,0.9953,0.0222
LSTM,Joint,27,0.0059,0.9977,0.9941,0.9959,0.0192
LSTM,Joint,28,0.0044,0.9954,0.994,0.9947,0.024
LSTM,Joint,29,0.0041,0.996,0.9942,0.9951,0.0209
LSTM,Joint,30,0.0037,0.9969,0.9941,0.9955,0.0238
LSTM,Joint,31,0.0033,0.9966,0.9941,0.9953,0.0224
LSTM,Joint,32,0.0032,0.9941,0.9942,0.9942,0.0213
LSTM,Joint,33,0.0033,0.9937,0.9945,0.9941,0.0202
LSTM,Joint,34,0.0025,0.9964,0.9941,0.9952,0.0264
LSTM,Joint,35,0.0022,0.9967,0.9941,0.9954,0.0266
LSTM,Joint,36,0.0021,0.9966,0.9941,0.9953,0.0269
LSTM,Joint,37,0.0021,0.9964,0.9942,0.9953,0.0252
LSTM,Stage1,1,0.103,0.9939,0.9835,0.9887,0.0384
LSTM,Stage1,2,0.024,0.9976,0.9863,0.9919,0.0273
LSTM,Stage1,3,0.0223,0.9977,0.9863,0.992,0.0253
LSTM,Stage1,4,0.0196,0.9998,0.9863,0.993,0.0247
LSTM,Stage1,5,0.0233,0.9974,0.9862,0.9918,0.0263
LSTM,Stage1,6,0.0169,0.9978,0.9863,0.992,0.0261
LSTM,Stage1,7,0.0158,0.9998,0.9863,0.993,0.0239
LSTM,Stage1,8,0.0146,0.9999,0.9863,0.9931,0.025
LSTM,Stage1,9,0.0126,0.9995,0.9863,0.9928,0.0257
LSTM,Stage1,10,0.013,0.9998,0.9863,0.993,0.0266
LSTM,Stage1,11,0.0132,0.9997,0.9863,0.993,0.0259
LSTM,Stage1,12,0.0113,0.9983,0.9863,0.9923,0.0251
LSTM,Stage1,13,0.0117,1.0,0.9863,0.9931,0.0272
LSTM,Stage1,14,0.0089,0.9999,0.9863,0.993,0.0254
LSTM,Stage1,15,0.0079,0.998,0.9863,0.9921,0.0279
LSTM,Stage1,16,0.0074,0.9967,0.9865,0.9916,0.0279
LSTM,Stage1,17,0.0069,0.9969,0.9866,0.9917,0.0287
LSTM,Stage2,1,0.2875,0.806,0.9918,0.8645,0.0451
LSTM,Stage2,2,0.0301,0.8165,0.9942,0.8719,0.0299
LSTM,Stage2,3,0.0114,0.8228,0.9927,0.8767,0.0302
LSTM,Stage2,4,0.0312,0.8039,0.9924,0.8613,0.0337
LSTM,Stage2,5,0.0113,0.8146,0.994,0.8698,0.0196
LSTM,Stage2,6,0.0063,0.8147,0.9941,0.8702,0.0213
LSTM,Stage2,7,0.0058,0.8157,0.9943,0.871,0.0174
LSTM,Stage2,8,0.0147,0.821,0.9947,0.876,0.0171
LSTM,Stage2,9,0.0046,0.822,0.9945,0.8772,0.0135
LSTM,Stage2,10,0.003,0.8529,0.9961,0.904,0.0085
LSTM,Stage2,11,0.0022,0.8984,0.9979,0.9392,0.0057
LSTM,Stage2,12,0.0074,0.9929,0.9994,0.9961,0.0053
LSTM,Stage2,13,0.002,0.9912,0.9992,0.9952,0.0052
LSTM,Stage2,14,0.0011,0.9911,0.9991,0.9951,0.0056
LSTM,Stage2,15,0.0008,0.9912,0.9992,0.9952,0.0042
LSTM,Stage2,16,0.0317,0.9969,0.9978,0.9973,0.0109
LSTM,Stage2,17,0.0039,0.9694,0.9919,0.9799,0.0221
LSTM,Stage2,18,0.0035,0.997,0.9996,0.9983,0.003
LSTM,Stage2,19,0.0009,0.9965,0.9995,0.998,0.003
LSTM,Stage2,20,0.0007,0.9973,0.9997,0.9985,0.0026
LSTM,Stage2,21,0.0037,0.9971,0.9993,0.9982,0.0048
LSTM,Stage2,22,0.0009,0.9975,0.9994,0.9984,0.0037
LSTM,Stage2,23,0.0004,0.999,0.9997,0.9994,0.0028
LSTM,Stage2,24,0.0002,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,25,0.0001,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,26,0.0001,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,27,0.0001,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,28,0.0001,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,29,0.0001,0.999,0.9997,0.9994,0.0027
LSTM,Stage2,30,0.0001,0.999,0.9997,0.9994,0.0027
MAMBA,Joint,1,0.4863,0.9179,0.9725,0.9432,0.0798
MAMBA,Joint,2,0.0455,0.9608,0.9844,0.9721,0.0543
MAMBA,Joint,3,0.0301,0.9827,0.9914,0.9869,0.0441
MAMBA,Joint,4,0.0204,0.988,0.9918,0.9898,0.0389
MAMBA,Joint,5,0.0194,0.9868,0.9924,0.9895,0.0445
MAMBA,Joint,6,0.0162,0.9858,0.9917,0.9887,0.0393
MAMBA,Joint,7,0.0147,0.9904,0.993,0.9917,0.0394
MAMBA,Joint,8,0.0141,0.9823,0.9909,0.9865,0.0415
MAMBA,Joint,9,0.0145,0.9916,0.9931,0.9923,0.041
MAMBA,Joint,10,0.013,0.9905,0.9936,0.992,0.0374
MAMBA,Joint,11,0.0123,0.9901,0.993,0.9915,0.0392
MAMBA,Joint,12,0.0166,0.9623,0.9604,0.9613,0.0993
MAMBA,Joint,13,0.0197,0.9842,0.9921,0.9881,0.0405
MAMBA,Joint,14,0.0107,0.9848,0.9931,0.9889,0.0387
MAMBA,Joint,15,0.0093,0.9891,0.9925,0.9907,0.0428
MAMBA,Joint,16,0.0091,0.989,0.9928,0.9908,0.0452
MAMBA,Joint,17,0.0088,0.9867,0.993,0.9898,0.0387
MAMBA,Joint,18,0.0076,0.99,0.9925,0.9912,0.0427
MAMBA,Joint,19,0.0078,0.9914,0.9937,0.9925,0.0412
MAMBA,Joint,20,0.0077,0.9901,0.9932,0.9916,0.0418
MAMBA,Stage1,1,0.153,0.9977,0.9863,0.992,0.0396
MAMBA,Stage1,2,0.0243,0.9977,0.9863,0.992,0.0372
MAMBA,Stage1,3,0.0225,0.9976,0.9862,0.9919,0.0379
MAMBA,Stage1,4,0.021,0.9974,0.986,0.9917,0.0358
MAMBA,Stage1,5,0.0199,0.9969,0.9861,0.9915,0.0354
MAMBA,Stage1,6,0.0194,0.997,0.9862,0.9915,0.0338
MAMBA,Stage1,7,0.0179,0.997,0.986,0.9915,0.0348
MAMBA,Stage1,8,0.0178,0.9972,0.9861,0.9916,0.0344
MAMBA,Stage1,9,0.0159,0.9974,0.986,0.9916,0.0391
MAMBA,Stage1,10,0.0166,0.9975,0.986,0.9917,0.0328
MAMBA,Stage1,11,0.015,0.9977,0.9859,0.9918,0.0341
MAMBA,Stage1,12,0.0134,0.996,0.986,0.991,0.0383
MAMBA,Stage1,13,0.0134,0.9978,0.9862,0.9919,0.0352
MAMBA,Stage1,14,0.0132,0.9982,0.9861,0.9921,0.0345
MAMBA,Stage1,15,0.0115,0.9983,0.9861,0.9922,0.0351
MAMBA,Stage1,16,0.0118,0.9963,0.9863,0.9913,0.0339
MAMBA,Stage1,17,0.01,0.9977,0.9863,0.9919,0.0352
MAMBA,Stage1,18,0.0092,0.9958,0.9863,0.991,0.036
MAMBA,Stage1,19,0.0094,0.9982,0.9862,0.9922,0.0382
MAMBA,Stage1,20,0.0085,0.9952,0.9863,0.9907,0.0381
