Model,Epoch,Validation Loss,Validation Accuracy
MLP,61,0.2773,25.47
MLP,62,0.2772,25.78
MLP,63,0.2773,25.94
MLP,64,0.2771,25.62
MLP,65,0.2771,25.94
MLP,66,0.2773,25.94
MLP,67,0.2771,25.47
MLP,68,0.2772,25.47
MLP,69,0.2772,25.31
MLP,70,0.2771,25.47
MLP,71,0.277,25.94
MLP,72,0.2769,26.09
MLP,73,0.2767,25.78
MLP,74,0.2768,25.94
MLP,75,0.2769,26.09
MLP,76,0.2769,25.31
MLP,77,0.2768,25.62
MLP,78,0.2768,25.62
MLP,79,0.2768,25.62
MLP,80,0.2769,25.78
MLP,81,0.2769,25.78
MLP,82,0.2769,25.94
MLP,83,0.2768,25.94
MLP,84,0.2768,25.78
MLP,85,0.2768,25.78
MLP,86,0.2768,25.47
MLP,87,0.2769,25.62
MLP,88,0.2769,25.94
MLP,89,0.2769,25.94
MLP,90,0.2769,25.94
MLP,91,0.2769,25.94
MLP,92,0.2769,25.94
MLP,93,0.2768,25.78
MLP,94,0.2768,25.94
MLP,95,0.2768,25.94
MLP,96,0.2768,25.94
MLP,97,0.2768,25.94
MLP,98,0.2768,25.94
MLP,99,0.2768,25.94
MLP,100,0.2768,25.94
