Model,label,precision,recall,f1,support
Decision Trees,no_thrust,0.5205,0.5563,0.5378,160
Decision Trees,chemical,0.9636,0.9938,0.9785,160
Decision Trees,electric,0.5208,0.4688,0.4934,160
Decision Trees,impulsive,0.9625,0.9625,0.9625,160
Decision Trees,macro_avg,0.7419,0.7453,0.743,640
Decision Trees,weighted_avg,0.7419,0.7453,0.743,640
Decision Trees,t_no_thrust,89.0,0.0,69.0,2
Decision Trees,t_chemical,0.0,159.0,0.0,1
Decision Trees,t_electric,82.0,0.0,75.0,3
Decision Trees,t_impulsive,0.0,6.0,0.0,154
Nearest Neighbor,no_thrust,0.3603,0.3063,0.3311,160
Nearest Neighbor,chemical,0.5665,0.7188,0.6336,160
Nearest Neighbor,electric,0.3459,0.2875,0.314,160
Nearest Neighbor,impulsive,0.5179,0.5437,0.5305,160
Nearest Neighbor,macro_avg,0.4476,0.4641,0.4523,640
Nearest Neighbor,weighted_avg,0.4476,0.4641,0.4523,640
Nearest Neighbor,t_no_thrust,49.0,28.0,51.0,32
Nearest Neighbor,t_chemical,11.0,115.0,15.0,19
Nearest Neighbor,t_electric,52.0,32.0,46.0,30
Nearest Neighbor,t_impulsive,24.0,28.0,21.0,87
LSTM,no_thrust,0.3121,0.6438,0.4204,160
LSTM,chemical,0.4203,0.3625,0.3893,160
LSTM,electric,0.4253,0.2313,0.2996,160
LSTM,impulsive,0.8471,0.45,0.5878,160
LSTM,macro_avg,0.5012,0.4219,0.4243,640
LSTM,weighted_avg,0.5012,0.4219,0.4243,640
LSTM,t_no_thrust,103.0,25.0,29.0,3
LSTM,t_chemical,77.0,58.0,21.0,4
LSTM,t_electric,90.0,27.0,37.0,6
LSTM,t_impulsive,60.0,28.0,0.0,72
Mamba,no_thrust,0.4946,0.5687,0.5291,160
Mamba,chemical,0.8882,0.9437,0.9152,160
Mamba,electric,0.5,0.4,0.4444,160
Mamba,impulsive,0.9114,0.9,0.9057,160
Mamba,macro_avg,0.6985,0.7031,0.6986,640
Mamba,weighted_avg,0.6985,0.7031,0.6986,640
Mamba,t_no_thrust,91.0,3.0,63.0,3
Mamba,t_chemical,1.0,151.0,0.0,8
Mamba,t_electric,87.0,6.0,64.0,3
Mamba,t_impulsive,5.0,10.0,1.0,144
Transformer,no_thrust,0.4652,0.5437,0.5014,160
Transformer,chemical,0.9506,0.9625,0.9565,160
Transformer,electric,0.4706,0.35,0.4014,160
Transformer,impulsive,0.7733,0.8313,0.8012,160
Transformer,macro_avg,0.6649,0.6719,0.6652,640
Transformer,weighted_avg,0.6649,0.6719,0.6652,640
Transformer,t_no_thrust,87.0,2.0,55.0,16
Transformer,t_chemical,0.0,154.0,0.0,6
Transformer,t_electric,87.0,0.0,56.0,17
Transformer,t_impulsive,13.0,6.0,8.0,133
MLP,0,0.4345,0.3937,0.4131,160
MLP,1,0.84,0.9187,0.8776,160
MLP,2,0.4176,0.475,0.4444,160
MLP,3,0.7174,0.6188,0.6644,160
MLP,macro_avg,0.6024,0.6016,0.5999,640
MLP,weighted_avg,0.6024,0.6016,0.5999,640
MLP,t_no_thrust,63.0,2.0,81.0,14
MLP,t_chemical,0.0,147.0,2.0,11
MLP,t_electric,68.0,2.0,76.0,14
MLP,t_impulsive,14.0,24.0,23.0,99
