log_stem,log_relpath,model,final_val_accuracy,max_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,Mamba,57.44,57.44,54,54,1.014,17044.0,0.130035400390625,271.6462,True,0,0.6667,0.8533,0.7485,0.7008,0.76,0.7292,0.4211,0.4267,0.4238,0.4143,0.2578,0.3178,0.5507,0.5744,0.5548,0.5507,0.5744,0.5548,192.0,2.0,14.0,7.0,171.0,36.0,39.0,36.0,96.0,50.0,35.0,82.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,Transformer,70.11,70.67,53,68,0.5502,288324.0,2.199737548828125,131.7613,True,0,0.9739,0.9956,0.9846,0.8304,0.8267,0.8285,0.4936,0.5156,0.5043,0.4976,0.4667,0.4817,0.6989,0.7011,0.6998,0.6989,0.7011,0.6998,224.0,0.0,0.0,0.0,186.0,18.0,4.0,21.0,116.0,2.0,17.0,101.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,1D-CNN (InceptionTime),94.11,95.78,45,51,0.2008,473092.0,3.609405517578125,558.3592,True,0,0.9244,0.9778,0.9503,0.942,0.9378,0.9399,0.9345,0.9511,0.9427,0.9665,0.8978,0.9309,0.9418,0.9411,0.9409,0.9418,0.9411,0.9409,220.0,0.0,4.0,1.0,211.0,8.0,6.0,4.0,214.0,11.0,9.0,3.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),25.44,25.44,1,1,1.387,,0.4427776336669922,2.141,False,0,0.2586,0.3022,0.2787,0.2575,0.2667,0.262,0.2489,0.2533,0.2511,0.2514,0.1956,0.22,0.2541,0.2544,0.2529,0.2541,0.2544,0.2529,68.0,57.0,56.0,64.0,60.0,59.0,66.0,57.0,57.0,65.0,59.0,57.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,MiniRocket,27.22,27.22,1,1,,9996.0,0.5914,30.1461,False,0,0.2664,0.2533,0.2597,0.2638,0.1911,0.2216,0.2523,0.12,0.1627,0.2837,0.5244,0.3682,0.2665,0.2722,0.253,0.2665,0.2722,0.253,57.0,42.0,27.0,52.0,43.0,30.0,56.0,43.0,27.0,49.0,35.0,23.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,LSTM,25.0,25.0,1,18,1.3863,28660.0,0.218658447265625,94.7356,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0044,0.0087,0.25,0.9956,0.3996,0.125,0.25,0.1021,0.125,0.25,0.1021,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,Mamba,25.0,25.0,1,24,1.3863,12208.0,0.0931396484375,101.7052,True,0,0.25,0.0889,0.1311,0.25,0.3067,0.2754,0.25,0.0844,0.1262,0.25,0.52,0.3377,0.25,0.25,0.2176,0.25,0.25,0.2176,20.0,69.0,19.0,20.0,69.0,19.0,20.0,69.0,19.0,20.0,69.0,19.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,Transformer,25.0,25.0,1,29,1.3864,213092.0,1.625762939453125,52.4874,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0
100min1500SeqData_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),25.0,25.0,1,29,1.3864,472708.0,3.606475830078125,312.2787,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Decision Trees (LightGBM),57.33,57.33,1,1,1.1304,,0.441497802734375,3.1294,False,0,0.6182,0.9067,0.7351,0.7353,0.6667,0.6993,0.456,0.5067,0.48,0.4138,0.2133,0.2815,0.5558,0.5733,0.549,0.5558,0.5733,0.549,204.0,4.0,11.0,11.0,150.0,35.0,52.0,26.0,114.0,63.0,24.0,90.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,MiniRocket,99.33,99.33,1,1,,9996.0,0.5935,32.6444,False,0,0.974,1.0,0.9868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9733,0.9865,0.9935,0.9933,0.9933,0.9935,0.9933,0.9933,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,6.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,LSTM,33.89,35.33,18,36,1.3752,50500.0,0.385284423828125,237.95,True,0,0.3386,0.5689,0.4245,0.3692,0.5333,0.4364,0.2892,0.1067,0.1558,0.2895,0.1467,0.1947,0.3216,0.3389,0.3029,0.3216,0.3389,0.3029,128.0,64.0,10.0,59.0,120.0,25.0,93.0,71.0,24.0,98.0,70.0,24.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Mamba,52.56,52.56,40,40,1.1984,17044.0,0.130035400390625,200.4803,True,0,0.6667,0.7556,0.7083,0.5943,0.7422,0.6601,0.3512,0.2622,0.3003,0.3929,0.3422,0.3658,0.5013,0.5256,0.5086,0.5013,0.5256,0.5086,170.0,7.0,26.0,9.0,167.0,31.0,31.0,56.0,59.0,45.0,51.0,52.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Transformer,74.0,77.67,68,71,0.5456,288324.0,2.199737548828125,137.5425,True,0,0.9739,0.9956,0.9846,0.885,0.7867,0.8329,0.5331,0.7511,0.6236,0.6275,0.4267,0.5079,0.7549,0.74,0.7373,0.7549,0.74,0.7373,224.0,0.0,1.0,0.0,177.0,33.0,2.0,12.0,169.0,4.0,11.0,114.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),95.78,95.78,49,49,0.1945,473092.0,3.609405517578125,536.3132,True,0,0.9244,0.9778,0.9503,0.9646,0.9689,0.9667,0.9735,0.9778,0.9756,0.9714,0.9067,0.9379,0.9585,0.9578,0.9577,0.9585,0.9578,0.9577,220.0,0.0,5.0,2.0,218.0,0.0,1.0,3.0,220.0,15.0,5.0,1.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),47.33,47.33,1,1,1.2597,,0.40071964263916016,0.292,False,0,0.4276,0.5644,0.4866,0.4205,0.1644,0.2364,0.3489,0.4311,0.3857,0.6962,0.7333,0.7143,0.4733,0.4733,0.4557,0.4733,0.4733,0.4557,127.0,14.0,77.0,64.0,37.0,74.0,96.0,17.0,97.0,10.0,20.0,30.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,MiniRocket,99.89,99.89,1,1,,9996.0,0.5787,21.7451,False,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,LSTM,72.22,73.22,93,96,0.7854,50500.0,0.385284423828125,98.5176,True,0,0.682,0.8578,0.7598,0.6589,0.6267,0.6424,0.6737,0.5689,0.6169,0.8826,0.8356,0.8584,0.7243,0.7222,0.7194,0.7243,0.7222,0.7194,193.0,7.0,22.0,26.0,141.0,39.0,63.0,31.0,128.0,1.0,35.0,1.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Mamba,65.0,65.33,71,72,1.1889,17044.0,0.130035400390625,265.0569,True,0,0.6014,0.7778,0.6783,0.6,0.52,0.5571,0.5578,0.4933,0.5236,0.8465,0.8089,0.8273,0.6514,0.65,0.6466,0.6514,0.65,0.6466,175.0,7.0,41.0,37.0,117.0,45.0,67.0,42.0,111.0,12.0,29.0,2.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Transformer,86.11,90.11,75,86,0.3597,288324.0,2.199737548828125,116.3802,True,0,0.9367,0.9867,0.961,0.8053,0.68,0.7373,0.7565,0.9111,0.8266,0.9653,0.8667,0.9133,0.8659,0.8611,0.8596,0.8659,0.8611,0.8596,222.0,0.0,3.0,2.0,153.0,63.0,13.0,7.0,205.0,0.0,30.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),92.67,93.33,47,51,0.2823,473092.0,3.609405517578125,175.9458,True,0,0.8874,0.9111,0.8991,0.9587,0.9289,0.9436,0.9027,0.9067,0.9047,0.96,0.96,0.96,0.9272,0.9267,0.9268,0.9272,0.9267,0.9268,205.0,0.0,19.0,6.0,209.0,3.0,20.0,0.0,204.0,0.0,9.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),99.33,99.33,1,1,0.1781,,0.4008979797363281,0.4503,False,0,0.9956,1.0,0.9978,0.9867,0.9911,0.9889,0.9956,0.9956,0.9956,0.9955,0.9867,0.9911,0.9933,0.9933,0.9933,0.9933,0.9933,0.9933,225.0,0.0,0.0,0.0,223.0,1.0,1.0,0.0,224.0,0.0,3.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,MiniRocket,99.67,99.67,1,1,,9996.0,0.5788,21.8104,False,0,0.9956,1.0,0.9978,1.0,0.9911,0.9955,0.9956,0.9956,0.9956,0.9956,1.0,0.9978,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,225.0,0.0,0.0,0.0,223.0,1.0,1.0,0.0,224.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,LSTM,99.89,99.89,34,34,0.0081,94780.0,0.723114013671875,41.3999,True,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Mamba,94.0,94.0,28,28,0.1955,25018.0,0.1908721923828125,108.1436,True,0,0.9956,1.0,0.9978,0.8839,0.88,0.882,0.9956,0.9956,0.9956,0.8844,0.8844,0.8844,0.9399,0.94,0.9399,0.9399,0.94,0.9399,225.0,0.0,0.0,0.0,198.0,1.0,1.0,0.0,224.0,0.0,26.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Transformer,99.89,99.89,34,34,0.0079,405132.0,3.090911865234375,47.3759,True,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),95.0,95.0,26,26,0.129,473668.0,3.613800048828125,90.1552,True,0,0.9956,1.0,0.9978,0.8851,0.9244,0.9043,1.0,0.9956,0.9978,0.9209,0.88,0.9,0.9504,0.95,0.95,0.9504,0.95,0.95,225.0,0.0,0.0,0.0,208.0,0.0,1.0,0.0,224.0,0.0,27.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Decision Trees (LightGBM),98.89,98.89,1,1,0.1895,,0.40096569061279297,0.466,False,0,0.9657,1.0,0.9825,0.9956,0.9956,0.9956,1.0,0.9644,0.9819,0.9956,0.9956,0.9956,0.9892,0.9889,0.9889,0.9892,0.9889,0.9889,225.0,0.0,0.0,0.0,224.0,0.0,8.0,0.0,217.0,0.0,1.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,MiniRocket,99.0,99.0,1,1,,9996.0,0.5788,23.8432,False,0,0.9657,1.0,0.9825,0.9956,1.0,0.9978,1.0,0.96,0.9796,1.0,1.0,1.0,0.9903,0.99,0.99,0.9903,0.99,0.99,225.0,0.0,0.0,0.0,225.0,0.0,8.0,1.0,216.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,LSTM,98.89,99.67,8,52,0.0439,94780.0,0.723114013671875,64.0652,True,0,0.9657,1.0,0.9825,0.9912,1.0,0.9956,1.0,0.9644,0.9819,1.0,0.9911,0.9955,0.9892,0.9889,0.9889,0.9892,0.9889,0.9889,225.0,0.0,0.0,0.0,225.0,0.0,8.0,0.0,217.0,0.0,2.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Mamba,91.89,93.67,12,23,0.3094,25018.0,0.1908721923828125,84.2278,True,0,0.9655,0.9956,0.9803,0.8649,0.8533,0.8591,0.9953,0.9511,0.9727,0.8528,0.8756,0.864,0.9196,0.9189,0.919,0.9196,0.9189,0.919,224.0,0.0,1.0,0.0,192.0,0.0,8.0,2.0,214.0,0.0,28.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Transformer,99.11,99.78,4,62,0.0376,405132.0,3.090911865234375,88.0931,True,0,0.9657,1.0,0.9825,1.0,1.0,1.0,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9914,0.9911,0.9911,0.9914,0.9911,0.9911,225.0,0.0,0.0,0.0,225.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),93.22,95.89,19,31,0.2337,473668.0,3.613800048828125,109.473,True,0,0.9655,0.9956,0.9803,0.9179,0.8444,0.8796,0.9954,0.9644,0.9797,0.856,0.9244,0.8889,0.9337,0.9322,0.9321,0.9337,0.9322,0.9321,224.0,0.0,1.0,0.0,190.0,0.0,8.0,0.0,217.0,0.0,17.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),98.78,98.78,1,1,0.1953,,0.40096473693847656,0.4438,False,0,0.9657,1.0,0.9825,1.0,0.9867,0.9933,1.0,0.9644,0.9819,0.9868,1.0,0.9934,0.9881,0.9878,0.9878,0.9881,0.9878,0.9878,225.0,0.0,0.0,0.0,222.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,MiniRocket,99.11,99.11,1,1,,9996.0,0.5787,20.7248,False,0,0.9657,1.0,0.9825,1.0,1.0,1.0,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9914,0.9911,0.9911,0.9914,0.9911,0.9911,225.0,0.0,0.0,0.0,225.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,LSTM,99.11,99.67,5,56,0.0413,94780.0,0.723114013671875,68.619,True,0,0.9657,1.0,0.9825,1.0,1.0,1.0,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9914,0.9911,0.9911,0.9914,0.9911,0.9911,225.0,0.0,0.0,0.0,225.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Mamba,92.33,94.22,18,21,0.265,25018.0,0.1908721923828125,76.789,True,0,0.9697,0.9956,0.9825,0.8504,0.8844,0.8671,0.9909,0.9644,0.9775,0.8843,0.8489,0.8662,0.9238,0.9233,0.9233,0.9238,0.9233,0.9233,224.0,0.0,1.0,0.0,199.0,1.0,7.0,1.0,217.0,0.0,34.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Transformer,99.11,99.67,3,26,0.0454,405132.0,3.090911865234375,35.2549,True,0,0.9657,1.0,0.9825,1.0,1.0,1.0,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9914,0.9911,0.9911,0.9914,0.9911,0.9911,225.0,0.0,0.0,0.0,225.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,1D-CNN (InceptionTime),93.78,94.33,15,26,0.2106,473668.0,3.613800048828125,88.2894,True,0,0.9655,0.9956,0.9803,0.9406,0.8444,0.8899,0.9954,0.9644,0.9797,0.8589,0.9467,0.9006,0.9401,0.9378,0.9376,0.9401,0.9378,0.9376,224.0,0.0,1.0,0.0,190.0,0.0,8.0,0.0,217.0,0.0,12.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Decision Trees (LightGBM),44.89,44.89,1,1,1.2569,,0.40130138397216797,0.2895,False,0,0.3919,0.6444,0.4874,0.3592,0.1644,0.2256,0.3095,0.2889,0.2989,0.7235,0.6978,0.7104,0.446,0.4489,0.4306,0.446,0.4489,0.4306,145.0,18.0,58.0,76.0,37.0,67.0,128.0,21.0,65.0,21.0,27.0,20.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,MiniRocket,98.78,98.78,1,1,,9996.0,0.5787,21.9335,False,0,0.9534,1.0,0.9761,1.0,0.9867,0.9933,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9883,0.9878,0.9878,0.9883,0.9878,0.9878,225.0,0.0,0.0,3.0,222.0,0.0,8.0,0.0,217.0,0.0,0.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,LSTM,74.78,74.78,101,101,0.7039,50500.0,0.385284423828125,104.4957,False,0,0.7256,0.8578,0.7862,0.6729,0.64,0.656,0.6866,0.6133,0.6479,0.9041,0.88,0.8919,0.7473,0.7478,0.7455,0.7473,0.7478,0.7455,193.0,13.0,17.0,18.0,144.0,46.0,52.0,33.0,138.0,3.0,24.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Mamba,63.22,65.33,55,58,1.0537,17044.0,0.130035400390625,223.2024,True,0,0.5791,0.7644,0.659,0.5842,0.5244,0.5527,0.5449,0.4044,0.4643,0.8034,0.8356,0.8192,0.6279,0.6322,0.6238,0.6279,0.6322,0.6238,172.0,13.0,37.0,37.0,118.0,33.0,78.0,50.0,91.0,10.0,21.0,6.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,Transformer,91.56,91.56,101,101,0.2769,288324.0,2.199737548828125,138.826,False,0,0.9139,0.9911,0.951,0.9607,0.76,0.8486,0.8394,0.9289,0.8819,0.9651,0.9822,0.9736,0.9198,0.9156,0.9138,0.9198,0.9156,0.9138,223.0,0.0,2.0,9.0,171.0,38.0,10.0,5.0,209.0,2.0,2.0,0.0
10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1,meo/10min-1500/10min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),92.0,92.67,85,87,0.294,473092.0,3.609405517578125,305.7533,True,0,0.8715,0.9644,0.9156,0.9152,0.9111,0.9131,0.9559,0.8667,0.9091,0.9462,0.9378,0.942,0.9222,0.92,0.92,0.9222,0.92,0.92,217.0,1.0,6.0,8.0,205.0,2.0,24.0,5.0,195.0,0.0,13.0,1.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),25.44,25.44,1,1,1.3867,,0.4087677001953125,0.213,False,0,0.25,0.2356,0.2426,0.2524,0.2311,0.2413,0.2519,0.2889,0.2692,0.2634,0.2622,0.2628,0.2544,0.2544,0.254,0.2544,0.2544,0.254,53.0,52.0,65.0,53.0,52.0,65.0,53.0,52.0,65.0,53.0,50.0,63.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,MiniRocket,28.89,28.89,1,1,,9996.0,0.5786,31.1746,False,0,0.2723,0.2578,0.2648,0.2878,0.1778,0.2198,0.28,0.1556,0.2,0.3002,0.5644,0.392,0.2851,0.2889,0.2691,0.2851,0.2889,0.2691,58.0,33.0,34.0,55.0,40.0,33.0,57.0,34.0,35.0,43.0,32.0,23.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,LSTM,25.0,25.0,1,18,1.3863,28660.0,0.218658447265625,16.0795,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,Mamba,25.0,25.11,2,24,1.3863,12208.0,0.0931396484375,90.0869,True,0,0.25,0.2178,0.2328,0.25,0.2933,0.2699,0.25,0.0578,0.0939,0.25,0.4311,0.3165,0.25,0.25,0.2283,0.25,0.25,0.2283,49.0,66.0,13.0,49.0,66.0,13.0,49.0,66.0,13.0,49.0,66.0,13.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,Transformer,25.0,25.0,1,18,1.3877,213092.0,1.625762939453125,22.895,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0
10min1500SeqData_Std_EvalTest_Seed0,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),25.0,25.0,1,31,1.3864,472708.0,3.606475830078125,103.8582,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10min1500SeqData_Std_EvalTest_Seed2,meo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),25.11,25.11,1,1,1.3869,,0.40870094299316406,0.2116,False,0,0.2518,0.3067,0.2766,0.25,0.1467,0.1849,0.2512,0.2267,0.2383,0.2509,0.3244,0.2829,0.251,0.2511,0.2457,0.251,0.2511,0.2457,69.0,33.0,50.0,68.0,33.0,52.0,68.0,33.0,51.0,69.0,33.0,50.0
