log_stem,log_relpath,model,final_val_accuracy,max_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Transformer,99.67,99.89,6,44,0.0182,405132.0,3.090911865234375,61.1905,True,0,0.9868,1.0,0.9934,1.0,1.0,1.0,1.0,0.9867,0.9933,1.0,1.0,1.0,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,225.0,0.0,0.0,0.0,225.0,0.0,3.0,0.0,222.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),99.11,99.78,4,18,0.041,473668.0,3.613800048828125,128.5952,True,0,0.9868,1.0,0.9934,0.9783,1.0,0.989,1.0,0.9644,0.9819,1.0,1.0,1.0,0.9913,0.9911,0.9911,0.9913,0.9911,0.9911,225.0,0.0,0.0,0.0,225.0,0.0,3.0,5.0,217.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),99.44,99.44,1,1,0.1709,,0.41432762145996094,1.196,False,0,0.9825,0.9956,0.989,1.0,0.9911,0.9955,1.0,0.9911,0.9955,0.9956,1.0,0.9978,0.9945,0.9944,0.9945,0.9945,0.9944,0.9945,224.0,0.0,0.0,2.0,223.0,0.0,2.0,0.0,223.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,MiniRocket,99.89,99.89,1,1,,9996.0,0.5816,24.1876,False,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,LSTM,99.78,99.78,20,40,0.0185,94780.0,0.723114013671875,113.4653,True,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9911,0.9955,0.9956,1.0,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,0.9978,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,223.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Mamba,98.89,99.11,16,18,0.0463,25018.0,0.1908721923828125,58.8752,True,0,0.9824,0.9911,0.9867,0.9911,0.9911,0.9911,0.9867,0.9867,0.9867,0.9955,0.9867,0.9911,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,223.0,0.0,1.0,0.0,223.0,2.0,1.0,2.0,222.0,3.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Transformer,99.89,99.89,15,38,0.0071,405132.0,3.090911865234375,54.3428,True,0,0.9956,1.0,0.9978,1.0,1.0,1.0,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,225.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0,224.0,0.0,0.0,0.0
30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/30min-1500/30min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),99.67,99.67,12,37,0.0125,473668.0,3.613800048828125,272.5429,True,0,0.9956,1.0,0.9978,1.0,0.9956,0.9978,0.9955,0.9911,0.9933,0.9956,1.0,0.9978,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,225.0,0.0,0.0,0.0,224.0,1.0,1.0,0.0,223.0,0.0,0.0,0.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),25.11,25.11,1,1,1.3868,,0.41687965393066406,0.6024,False,0,0.251,0.2711,0.2607,0.25,0.2622,0.256,0.2512,0.2311,0.2407,0.2523,0.24,0.246,0.2511,0.2511,0.2509,0.2511,0.2511,0.2509,61.0,58.0,52.0,63.0,59.0,51.0,60.0,59.0,52.0,59.0,60.0,52.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,MiniRocket,27.78,27.78,1,1,,9996.0,0.5808,22.5457,False,0,0.2848,0.1911,0.2287,0.2426,0.2178,0.2295,0.2698,0.1511,0.1937,0.2945,0.5511,0.3839,0.2729,0.2778,0.259,0.2729,0.2778,0.259,43.0,51.0,33.0,38.0,49.0,38.0,42.0,50.0,34.0,28.0,52.0,21.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,LSTM,25.0,25.0,1,13,1.3864,28660.0,0.218658447265625,22.4027,True,0,0.0,0.0,0.0,0.25,0.28,0.2642,0.0,0.0,0.0,0.25,0.72,0.3711,0.125,0.25,0.1588,0.125,0.25,0.1588,0.0,63.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,Mamba,25.0,25.0,1,24,1.3863,12208.0,0.0931396484375,90.5527,True,0,0.25,0.2622,0.256,0.25,0.3022,0.2736,0.25,0.3067,0.2754,0.25,0.1289,0.1701,0.25,0.25,0.2438,0.25,0.25,0.2438,59.0,68.0,69.0,59.0,68.0,69.0,59.0,68.0,69.0,59.0,68.0,69.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,Transformer,25.0,25.0,1,30,1.3863,213092.0,1.625762939453125,41.0561,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30min1500SeqData_Std_EvalTest_Seed2,meo/30min-1500/30min1500SeqData_Std_EvalTest_Seed2.log,1D-CNN (InceptionTime),25.0,25.0,1,26,1.3865,472708.0,3.606475830078125,188.213,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4578,0.3234,0.25,0.5422,0.3422,0.125,0.25,0.1664,0.125,0.25,0.1664,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),25.11,25.11,1,1,1.387,,0.44263172149658203,2.1125,False,0,0.2545,0.2533,0.2539,0.2491,0.3156,0.2784,0.2523,0.2489,0.2506,0.2485,0.1867,0.2132,0.2511,0.2511,0.249,0.2511,0.2511,0.249,57.0,72.0,54.0,55.0,71.0,56.0,56.0,71.0,56.0,56.0,71.0,56.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,MiniRocket,28.33,28.33,1,1,,9996.0,0.5911,30.4136,False,0,0.2607,0.2444,0.2523,0.2734,0.3111,0.2911,0.2719,0.1378,0.1829,0.3103,0.44,0.364,0.2791,0.2833,0.2726,0.2791,0.2833,0.2726,55.0,67.0,31.0,52.0,70.0,27.0,55.0,67.0,31.0,49.0,52.0,25.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,LSTM,25.0,25.0,1,13,1.3864,28660.0,0.218658447265625,67.3636,True,0,0.0,0.0,0.0,0.25,0.3244,0.2824,0.0,0.0,0.0,0.25,0.6756,0.3649,0.125,0.25,0.1618,0.125,0.25,0.1618,0.0,73.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,Mamba,25.0,25.11,4,26,1.3863,12208.0,0.0931396484375,111.0597,True,0,0.25,0.1378,0.1777,0.25,0.4,0.3077,0.25,0.2133,0.2302,0.25,0.2489,0.2494,0.25,0.25,0.2413,0.25,0.25,0.2413,31.0,90.0,48.0,31.0,90.0,48.0,31.0,90.0,48.0,31.0,90.0,48.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,Transformer,25.0,25.11,1,28,1.3864,213092.0,1.625762939453125,50.4752,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100min1500SeqData_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed2.log,1D-CNN (InceptionTime),24.89,25.11,28,37,1.3863,472708.0,3.606475830078125,401.3098,True,0,0.2486,0.2044,0.2244,0.2489,0.7778,0.3772,0.25,0.0133,0.0253,0.0,0.0,0.0,0.1869,0.2489,0.1567,0.1869,0.2489,0.1567,46.0,176.0,3.0,47.0,175.0,3.0,46.0,176.0,3.0,46.0,176.0,3.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),89.56,89.56,1,1,0.4061,,0.4553852081298828,4.7756,False,0,0.7248,0.96,0.826,0.9912,1.0,0.9956,1.0,0.9956,0.9978,0.9338,0.6267,0.75,0.9124,0.8956,0.8923,0.9124,0.8956,0.8923,216.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,224.0,82.0,2.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,MiniRocket,100.0,100.0,1,1,,9996.0,0.5945,33.6055,False,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,LSTM,100.0,100.0,53,53,0.0001,94780.0,0.723114013671875,462.174,True,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Mamba,99.44,99.44,18,18,0.0282,25018.0,0.1908721923828125,117.103,True,0,1.0,1.0,1.0,0.9825,0.9956,0.989,0.9955,0.9822,0.9888,1.0,1.0,1.0,0.9945,0.9944,0.9944,0.9945,0.9944,0.9944,225.0,0.0,0.0,0.0,224.0,1.0,0.0,4.0,221.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,Transformer,100.0,100.0,12,56,0.0,405132.0,3.090911865234375,128.9262,True,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),99.44,99.44,10,24,0.0253,473668.0,3.613800048828125,257.369,True,0,1.0,1.0,1.0,0.9825,0.9956,0.989,0.9955,0.9822,0.9888,1.0,1.0,1.0,0.9945,0.9944,0.9944,0.9945,0.9944,0.9944,225.0,0.0,0.0,0.0,224.0,1.0,0.0,4.0,221.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Decision Trees (LightGBM),56.0,56.0,1,1,1.1268,,0.44182491302490234,3.1227,False,0,0.6261,0.9156,0.7437,0.7143,0.6889,0.7014,0.4177,0.4622,0.4388,0.3714,0.1733,0.2364,0.5324,0.56,0.5301,0.5324,0.56,0.5301,206.0,0.0,13.0,10.0,155.0,40.0,52.0,29.0,104.0,61.0,33.0,92.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,MiniRocket,100.0,100.0,1,1,,9996.0,0.5934,31.4081,False,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,LSTM,33.56,35.22,27,31,1.3581,50500.0,0.385284423828125,203.6294,True,0,0.3234,0.6267,0.4266,0.3881,0.4622,0.4219,0.295,0.1822,0.2253,0.2807,0.0711,0.1135,0.3218,0.3356,0.2968,0.3218,0.3356,0.2968,141.0,48.0,25.0,78.0,104.0,33.0,105.0,59.0,41.0,112.0,57.0,40.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Mamba,59.44,60.22,99,101,0.9769,17044.0,0.130035400390625,515.7667,False,0,0.7034,0.9067,0.7922,0.7261,0.7778,0.7511,0.4028,0.2578,0.3144,0.4356,0.4356,0.4356,0.567,0.5944,0.5733,0.567,0.5944,0.5733,204.0,2.0,6.0,7.0,175.0,20.0,38.0,38.0,58.0,41.0,26.0,60.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,Transformer,68.89,69.89,38,41,0.5532,288324.0,2.199737548828125,79.3236,True,0,0.9483,0.9778,0.9628,0.9126,0.8356,0.8724,0.4505,0.8089,0.5787,0.5172,0.1333,0.212,0.7072,0.6889,0.6565,0.7072,0.6889,0.6565,220.0,0.0,0.0,0.0,188.0,34.0,7.0,16.0,182.0,5.0,2.0,188.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed0.log,1D-CNN (InceptionTime),97.33,97.33,53,53,0.1025,473092.0,3.609405517578125,582.2421,True,0,0.9614,0.9956,0.9782,0.9731,0.9644,0.9688,0.9954,0.9689,0.982,0.9644,0.9644,0.9644,0.9736,0.9733,0.9733,0.9736,0.9733,0.9733,224.0,0.0,1.0,0.0,217.0,0.0,4.0,3.0,218.0,5.0,3.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),88.78,88.78,1,1,0.4081,,0.4558858871459961,4.7183,False,0,0.7192,0.9333,0.8124,0.9956,0.9956,0.9956,1.0,0.9867,0.9933,0.8882,0.6356,0.7409,0.9007,0.8878,0.8855,0.9007,0.8878,0.8855,210.0,0.0,0.0,0.0,224.0,0.0,0.0,1.0,222.0,82.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,MiniRocket,100.0,100.0,1,1,,9996.0,0.5941,32.0768,False,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,LSTM,75.56,77.89,18,29,0.3539,94780.0,0.723114013671875,246.5753,True,0,0.5211,0.3289,0.4033,0.9956,1.0,0.9978,1.0,0.9956,0.9978,0.5097,0.6978,0.5891,0.7566,0.7556,0.747,0.7566,0.7556,0.747,74.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,224.0,68.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Mamba,99.44,99.44,33,33,0.0258,25018.0,0.1908721923828125,222.5811,True,0,1.0,1.0,1.0,0.9783,1.0,0.989,1.0,0.9778,0.9888,1.0,1.0,1.0,0.9946,0.9944,0.9944,0.9946,0.9944,0.9944,225.0,0.0,0.0,0.0,225.0,0.0,0.0,5.0,220.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,Transformer,100.0,100.0,20,20,0.0,405132.0,3.090911865234375,45.1565,True,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed2.log,1D-CNN (InceptionTime),99.33,99.33,3,25,0.0322,473668.0,3.613800048828125,268.565,True,0,1.0,1.0,1.0,0.9782,0.9956,0.9868,1.0,0.9822,0.991,0.9956,0.9956,0.9956,0.9934,0.9933,0.9933,0.9934,0.9933,0.9933,225.0,0.0,0.0,0.0,224.0,0.0,0.0,4.0,221.0,0.0,1.0,0.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,Decision Trees (LightGBM),25.44,25.44,1,1,1.3873,,0.4420289993286133,2.1261,False,0,0.2531,0.2756,0.2638,0.2635,0.3244,0.2908,0.2486,0.2044,0.2244,0.2487,0.2133,0.2297,0.2535,0.2544,0.2522,0.2535,0.2544,0.2522,62.0,68.0,47.0,58.0,73.0,45.0,63.0,68.0,46.0,62.0,68.0,47.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,MiniRocket,27.0,27.0,1,1,,9996.0,0.5914,30.5009,False,0,0.2656,0.2267,0.2446,0.2553,0.2667,0.2609,0.2549,0.1156,0.159,0.2857,0.4711,0.3557,0.2654,0.27,0.255,0.2654,0.27,0.255,51.0,59.0,26.0,49.0,60.0,27.0,49.0,63.0,26.0,43.0,53.0,23.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,LSTM,25.0,25.0,1,25,1.3863,28660.0,0.218658447265625,133.2608,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,Mamba,25.0,25.0,1,13,1.3863,12208.0,0.0931396484375,54.3523,True,0,0.25,0.3067,0.2754,0.25,0.2756,0.2622,0.25,0.3289,0.2841,0.25,0.0889,0.1311,0.25,0.25,0.2382,0.25,0.25,0.2382,69.0,62.0,74.0,69.0,62.0,74.0,69.0,62.0,74.0,69.0,62.0,74.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,Transformer,25.0,25.11,4,43,1.3863,213092.0,1.625762939453125,78.2327,True,0,0.25,0.0267,0.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.9733,0.3978,0.125,0.25,0.1115,0.125,0.25,0.1115,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
100min1500SeqData_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),25.0,25.0,1,17,1.3882,472708.0,3.606475830078125,178.5031,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Decision Trees (LightGBM),89.33,89.33,1,1,0.3981,,0.4553079605102539,4.6668,False,0,0.7211,0.9422,0.817,1.0,0.9956,0.9978,1.0,1.0,1.0,0.9108,0.6356,0.7487,0.908,0.8933,0.8909,0.908,0.8933,0.8909,212.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,225.0,82.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,MiniRocket,100.0,100.0,1,1,,9996.0,0.5946,33.7224,False,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,LSTM,100.0,100.0,37,37,0.0004,94780.0,0.723114013671875,317.3214,True,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Mamba,99.11,99.44,11,26,0.0353,25018.0,0.1908721923828125,171.9641,True,0,0.9956,1.0,0.9978,0.9823,0.9867,0.9845,0.991,0.9822,0.9866,0.9956,0.9956,0.9956,0.9911,0.9911,0.9911,0.9911,0.9911,0.9911,225.0,0.0,0.0,0.0,222.0,2.0,0.0,4.0,221.0,1.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,Transformer,100.0,100.0,30,46,0.0,405132.0,3.090911865234375,105.2547,True,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1,meo/100min-1500/100min1500SeqData_Energy_J2Energy_ResidLadder3_OE_Std_EvalTest_Seed1.log,1D-CNN (InceptionTime),99.67,99.67,26,26,0.0136,473668.0,3.613800048828125,278.8998,True,0,1.0,1.0,1.0,0.9868,1.0,0.9934,1.0,0.9867,0.9933,1.0,1.0,1.0,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,225.0,0.0,0.0,0.0,225.0,0.0,0.0,3.0,222.0,0.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,Decision Trees (LightGBM),54.89,54.89,1,1,1.1232,,0.4416971206665039,3.1418,False,0,0.573,0.9244,0.7075,0.7047,0.6044,0.6507,0.4505,0.4444,0.4474,0.4098,0.2222,0.2882,0.5345,0.5489,0.5235,0.5345,0.5489,0.5235,208.0,0.0,12.0,8.0,136.0,46.0,64.0,29.0,100.0,83.0,28.0,64.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,MiniRocket,99.22,99.22,1,1,,9996.0,0.5931,31.0535,False,0,0.9698,1.0,0.9847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9689,0.9842,0.9925,0.9922,0.9922,0.9925,0.9922,0.9922,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,7.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2,meo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_EvalTest_Seed2.log,LSTM,32.89,33.33,8,26,1.3844,50500.0,0.385284423828125,169.4822,True,0,0.3352,0.5244,0.409,0.3612,0.5378,0.4321,0.2985,0.0889,0.137,0.2534,0.1644,0.1995,0.3121,0.3289,0.2944,0.3121,0.3289,0.2944,118.0,58.0,12.0,58.0,121.0,16.0,82.0,81.0,20.0,94.0,75.0,19.0
