Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,34.59,0.1867,0.4277,0.0043,0.3112,38.06,0.1949,0.4606,0.003,15.94,1.0249,55.22,0.5428,16.0,0.1606,3.469999999999999,0.008199999999999985,Cascade,Cascade
LSTM,36.29,0.233,0.456,0.1378,0.0883,38.71,0.2422,0.4683,0.0662,42.07,0.5676,51.53,0.5128,46.05,0.2925,2.4200000000000017,0.009199999999999986,Cascade,Cascade
LightGBM,72.7,0.2105,0.6121,0.0,0.0196,74.38,0.2133,0.6345,0.0,,0.4329,74.38,0.4265,70.96,0.2767,1.6799999999999926,0.002799999999999997,Cascade,Cascade
MAMBA,31.57,0.2133,0.415,0.1479,0.2053,38.56,0.2348,0.4788,0.1497,26.2,0.8052,53.89,0.5318,24.98,0.2367,6.990000000000002,0.02150000000000002,Cascade,Cascade
MiniRocket,74.38,0.2133,0.6345,0.0,,74.19,0.2154,0.6354,0.0,61.54,0.4334,74.24,0.4315,71.34,0.3434,-0.18999999999999773,0.0021000000000000185,Joint,Cascade
TRANSFORMER,33.38,0.2198,0.4333,0.1315,0.0652,41.98,0.2475,0.5068,0.1333,29.63,0.5394,55.76,0.545,27.1,0.2566,8.599999999999994,0.027700000000000002,Cascade,Cascade
