Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3882,0.0817,0.327,0.1307,1.3909
LSTM,Joint,2,1.3868,0.0161,0.1223,0.0283,1.3832
LSTM,Joint,3,1.387,0.0908,0.1244,0.0395,1.3843
LSTM,Joint,4,1.3862,0.0852,0.2868,0.1096,1.3919
LSTM,Joint,5,1.3864,0.0855,0.2116,0.1005,1.3863
LSTM,Joint,6,1.3861,0.0872,0.0816,0.0516,1.3809
LSTM,Joint,7,1.3857,0.0909,0.1567,0.0364,1.3841
LSTM,Joint,8,1.3851,0.0876,0.2287,0.121,1.3901
LSTM,Joint,9,1.3847,0.0962,0.1412,0.0477,1.3793
LSTM,Joint,10,1.3806,0.0955,0.1761,0.1227,1.363
LSTM,Joint,11,1.3738,0.1045,0.306,0.0389,1.3731
LSTM,Joint,12,1.3668,0.0838,0.298,0.0464,1.3651
LSTM,Joint,13,1.3654,0.0205,0.3005,0.0383,1.3605
LSTM,Joint,14,1.3623,0.0968,0.2974,0.1384,1.3621
LSTM,Joint,15,1.3615,0.097,0.2881,0.1397,1.3562
LSTM,Joint,16,1.3602,0.0824,0.3139,0.0532,1.3631
LSTM,Joint,17,1.3591,0.0985,0.2748,0.1362,1.3502
LSTM,Joint,18,1.358,0.0853,0.3128,0.0589,1.3689
LSTM,Joint,19,1.3573,0.0843,0.3134,0.0414,1.3609
LSTM,Joint,20,1.3561,0.086,0.3038,0.0453,1.3619
LSTM,Joint,21,1.3568,0.0878,0.2999,0.0733,1.354
LSTM,Joint,22,1.3578,0.0872,0.3153,0.0492,1.3581
LSTM,Joint,23,1.3572,0.0868,0.3242,0.0574,1.359
LSTM,Joint,24,1.3539,0.0875,0.3205,0.0543,1.3571
LSTM,Joint,25,1.3524,0.0879,0.3088,0.0576,1.3548
LSTM,Joint,26,1.352,0.0884,0.3284,0.063,1.3624
LSTM,Joint,27,1.3512,0.0884,0.3216,0.063,1.3602
LSTM,Stage1,1,0.6932,0.255,0.352,0.2958,0.6891
LSTM,Stage1,2,0.6925,0.0,0.0,0.0,0.6837
LSTM,Stage1,3,0.6922,0.2637,0.4872,0.3422,0.6924
LSTM,Stage1,4,0.692,0.2603,0.1671,0.2036,0.6837
LSTM,Stage1,5,0.6914,0.2648,0.9705,0.416,0.7044
LSTM,Stage1,6,0.6867,0.0,0.0,0.0,0.6639
LSTM,Stage1,7,0.682,0.2921,0.7489,0.4202,0.6761
LSTM,Stage1,8,0.6753,0.2969,0.7979,0.4328,0.6578
LSTM,Stage1,9,0.6721,0.2896,0.8717,0.4348,0.6962
LSTM,Stage1,10,0.6698,0.2968,0.8154,0.4351,0.67
LSTM,Stage1,11,0.6689,0.2967,0.8131,0.4348,0.6732
LSTM,Stage1,12,0.6677,0.2969,0.8208,0.4361,0.6825
LSTM,Stage1,13,0.6668,0.2969,0.8212,0.4362,0.6725
LSTM,Stage1,14,0.6668,0.3062,0.7036,0.4267,0.6579
LSTM,Stage1,15,0.6654,0.3063,0.7004,0.4262,0.6578
LSTM,Stage1,16,0.6652,0.2971,0.8172,0.4358,0.6806
LSTM,Stage1,17,0.6658,0.3023,0.751,0.4311,0.6663
LSTM,Stage1,18,0.6656,0.3063,0.6961,0.4255,0.6585
LSTM,Stage2,1,1.1009,0.3366,0.3335,0.0069,1.1011
LSTM,Stage2,2,1.1002,0.3318,0.3347,0.0341,1.1003
LSTM,Stage2,3,1.0993,0.3207,0.3076,0.1596,1.1021
LSTM,Stage2,4,1.0989,0.3253,0.3093,0.2077,1.1012
LSTM,Stage2,5,1.099,0.2673,0.3105,0.248,1.1016
LSTM,Stage2,6,1.0985,0.325,0.3057,0.201,1.1016
LSTM,Stage2,7,1.0989,0.3318,0.3045,0.2352,1.1014
LSTM,Stage2,8,1.0983,0.3271,0.3195,0.1217,1.1019
LSTM,Stage2,9,1.0977,0.3275,0.3178,0.1322,1.1029
LSTM,Stage2,10,1.0976,0.3279,0.3031,0.2448,1.1045
LSTM,Stage2,11,1.0973,0.3309,0.3066,0.205,1.1063
LSTM,Stage2,12,1.0973,0.3337,0.3068,0.2206,1.1061
MAMBA,Joint,1,1.3878,0.0858,0.2933,0.1241,1.3877
MAMBA,Joint,2,1.3866,0.0835,0.1955,0.103,1.3856
MAMBA,Joint,3,1.3859,0.0844,0.2228,0.1127,1.3862
MAMBA,Joint,4,1.3852,0.0859,0.2745,0.128,1.3867
MAMBA,Joint,5,1.3841,0.0865,0.2094,0.0943,1.3855
MAMBA,Joint,6,1.3829,0.0914,0.2759,0.1109,1.3854
MAMBA,Joint,7,1.3804,0.09,0.2906,0.1111,1.3906
MAMBA,Joint,8,1.3783,0.0913,0.2517,0.1181,1.3859
MAMBA,Joint,9,1.3763,0.0935,0.2812,0.1234,1.3862
MAMBA,Joint,10,1.3747,0.0956,0.2635,0.1112,1.3833
MAMBA,Joint,11,1.372,0.0983,0.2474,0.1174,1.3749
MAMBA,Joint,12,1.3698,0.0985,0.2348,0.0861,1.3743
MAMBA,Joint,13,1.3678,0.0979,0.2845,0.1147,1.3829
MAMBA,Joint,14,1.3675,0.0988,0.2246,0.1055,1.3718
MAMBA,Joint,15,1.3658,0.1022,0.2236,0.1028,1.3685
MAMBA,Joint,16,1.3649,0.0999,0.2666,0.1032,1.3759
MAMBA,Joint,17,1.3631,0.1007,0.2693,0.1063,1.3754
MAMBA,Joint,18,1.3619,0.1002,0.2238,0.1059,1.3676
MAMBA,Joint,19,1.3617,0.099,0.2798,0.1149,1.377
MAMBA,Joint,20,1.3604,0.0992,0.1964,0.0669,1.3662
MAMBA,Joint,21,1.3601,0.0982,0.2758,0.1111,1.3801
MAMBA,Joint,22,1.3585,0.1002,0.2452,0.0988,1.3701
MAMBA,Joint,23,1.3585,0.0998,0.2456,0.1119,1.3691
MAMBA,Joint,24,1.3568,0.1025,0.1993,0.1023,1.36
MAMBA,Joint,25,1.3563,0.102,0.2373,0.0954,1.3661
MAMBA,Joint,26,1.3559,0.1002,0.2348,0.1077,1.3639
MAMBA,Joint,27,1.3544,0.1004,0.2656,0.1095,1.3693
MAMBA,Joint,28,1.3537,0.1001,0.2633,0.1052,1.3703
MAMBA,Joint,29,1.3533,0.0988,0.2785,0.0995,1.3796
MAMBA,Joint,30,1.3533,0.0975,0.2864,0.101,1.3928
MAMBA,Joint,31,1.3486,0.1006,0.2731,0.1053,1.3734
MAMBA,Joint,32,1.3483,0.1001,0.2838,0.1143,1.3769
MAMBA,Joint,33,1.3486,0.0999,0.2809,0.1068,1.3762
MAMBA,Joint,34,1.3473,0.1008,0.2782,0.1119,1.3702
MAMBA,Stage1,1,0.6946,0.2511,0.1647,0.1989,0.6864
MAMBA,Stage1,2,0.6924,0.2572,0.8252,0.3922,0.7037
MAMBA,Stage1,3,0.6918,0.2759,0.2296,0.2506,0.683
MAMBA,Stage1,4,0.6901,0.2819,0.587,0.3809,0.6887
MAMBA,Stage1,5,0.6877,0.2961,0.4302,0.3508,0.6768
MAMBA,Stage1,6,0.6843,0.299,0.6342,0.4064,0.6817
MAMBA,Stage1,7,0.6792,0.3009,0.647,0.4108,0.6784
MAMBA,Stage1,8,0.6784,0.3028,0.6543,0.414,0.6773
MAMBA,Stage1,9,0.6763,0.3099,0.4899,0.3796,0.6603
MAMBA,Stage1,10,0.6765,0.3054,0.6718,0.4199,0.6749
MAMBA,Stage1,11,0.6754,0.2938,0.7883,0.428,0.7005
MAMBA,Stage1,12,0.6747,0.3094,0.6181,0.4124,0.6665
MAMBA,Stage1,13,0.6739,0.3102,0.5756,0.4031,0.6649
MAMBA,Stage1,14,0.674,0.3032,0.6396,0.4114,0.6716
MAMBA,Stage1,15,0.6743,0.3117,0.5322,0.3932,0.6595
MAMBA,Stage1,16,0.6726,0.3127,0.5105,0.3878,0.658
MAMBA,Stage1,17,0.6729,0.3005,0.7348,0.4266,0.6856
MAMBA,Stage1,18,0.6718,0.3086,0.6206,0.4122,0.6665
MAMBA,Stage1,19,0.6708,0.3021,0.7361,0.4284,0.6852
MAMBA,Stage1,20,0.6709,0.3078,0.6575,0.4193,0.67
MAMBA,Stage1,21,0.6712,0.3069,0.6903,0.4249,0.6753
MAMBA,Stage1,22,0.6709,0.3145,0.4825,0.3808,0.6515
MAMBA,Stage1,23,0.6718,0.3069,0.6288,0.4125,0.6687
MAMBA,Stage1,24,0.67,0.3066,0.6786,0.4224,0.6722
MAMBA,Stage1,25,0.6699,0.3062,0.6657,0.4195,0.6716
MAMBA,Stage1,26,0.6699,0.3069,0.6566,0.4182,0.6687
MAMBA,Stage1,27,0.6692,0.3091,0.6181,0.4121,0.6641
MAMBA,Stage1,28,0.67,0.3128,0.5122,0.3884,0.6527
MAMBA,Stage1,29,0.6681,0.3137,0.5317,0.3946,0.6524
MAMBA,Stage1,30,0.6679,0.3099,0.6237,0.4141,0.6613
MAMBA,Stage1,31,0.6677,0.3112,0.5862,0.4066,0.6577
