model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,31,21,0.0139,0.0194,0.9982,0.9946,94780.0,0.723114013671875,95.6662,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,23,13,0.0146,0.0176,0.9959,0.9944,94646.0,0.7220916748046875,70.8481,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,24,14,0.0015,0.0072,0.9991,0.9969,94713.0,0.7226028442382812,72.4877,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,24,14,0.0182,0.0331,0.996,0.9883,25018.0,0.1908721923828125,86.2446,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,18,8,0.0166,0.0227,0.9958,0.9941,24664.0,0.18817138671875,65.8778,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,17,7,0.0013,0.0016,0.9994,0.9991,24841.0,0.18952178955078125,61.9266,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,25,15,0.0134,0.0136,0.9982,0.9982,404956.0,3.089569091796875,33.9474,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,20,10,0.0136,0.0154,0.9959,0.9959,404778.0,3.0882110595703125,27.3899,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,34,21,0.0001,0.0001,1.0,1.0,404867.0,3.0888900756835938,47.4808,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Joint,joint,26,16,0.0151,0.0244,0.9967,0.9959,473668.0,3.613800048828125,202.7407,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,13,3,0.015,0.0196,0.9959,0.9942,473410.0,3.6118316650390625,101.2813,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,15,5,0.0025,0.0049,0.9985,0.9985,473539.0,3.6128158569335938,115.0704,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.4008769989013672,1.0306,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20490455627441406,0.7161,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3011455535888672,0.3237,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.7456,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
