Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.63,0.9969,0.9963,0.9811,0.9851,99.63,0.9968,0.9963,0.9811,100.0,2.5136,99.63,0.995,100.0,1.0,0.0,-9.999999999998899e-05,Tie,Joint
LSTM,99.64,0.997,0.9964,0.9811,0.2089,99.63,0.9969,0.9963,0.9811,99.98,0.8999,99.64,0.9951,99.99,0.9998,-0.010000000000005116,-9.999999999998899e-05,Joint,Joint
LightGBM,99.43,0.9855,0.9943,0.9704,0.0486,97.97,0.9653,0.9794,0.8978,99.98,0.5066,97.98,0.9722,99.98,0.999,-1.460000000000008,-0.020199999999999996,Joint,Joint
MAMBA,99.47,0.9948,0.9947,0.9807,0.2524,98.87,0.9887,0.9887,0.9805,99.95,0.9292,98.88,0.9851,99.96,0.9988,-0.5999999999999943,-0.006099999999999994,Joint,Joint
MiniRocket,99.63,0.9967,0.9962,0.9809,,99.63,0.997,0.9963,0.9809,100.0,0.4932,99.63,0.9951,100.0,1.0,0.0,0.00029999999999996696,Tie,Cascade
TRANSFORMER,99.64,0.997,0.9964,0.9811,0.0955,99.63,0.9968,0.9963,0.9807,99.97,0.6651,99.64,0.9951,99.97,0.9997,-0.010000000000005116,-0.00019999999999997797,Joint,Joint
