Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3656,29.0
LSTM,2,1.3563,30.44
LSTM,3,1.3524,31.89
LSTM,4,1.3517,31.78
LSTM,5,1.3509,30.33
LSTM,6,1.3454,30.56
LSTM,7,1.3448,31.67
LSTM,8,1.3452,32.44
LSTM,9,1.3438,31.78
LSTM,10,1.3432,32.44
LSTM,11,1.3569,30.0
LSTM,12,1.3331,33.33
LSTM,13,1.3311,32.56
LSTM,14,1.3386,33.11
LSTM,15,1.3384,34.11
LSTM,16,1.3248,33.44
LSTM,17,1.3328,32.33
LSTM,18,1.324,32.67
LSTM,19,1.3298,32.89
LSTM,20,1.3205,33.0
LSTM,21,1.3327,33.89
LSTM,22,1.3367,33.56
LSTM,23,1.3369,35.11
LSTM,24,1.3295,34.44
LSTM,25,1.3267,33.67
LSTM,26,1.3398,33.22
LSTM,27,1.3275,35.22
LSTM,28,1.3366,34.67
LSTM,29,1.339,33.11
LSTM,30,1.3415,33.78
Mamba,1,1.373,27.44
Mamba,2,1.3639,30.44
Mamba,3,1.3602,32.89
Mamba,4,1.3554,32.22
Mamba,5,1.3444,34.22
Mamba,6,1.3317,35.44
Mamba,7,1.3357,38.56
Mamba,8,1.3144,38.22
Mamba,9,1.3099,39.11
Mamba,10,1.3071,41.11
Mamba,11,1.309,41.78
Mamba,12,1.2787,42.0
Mamba,13,1.2781,41.89
Mamba,14,1.27,43.0
Mamba,15,1.2443,44.67
Mamba,16,1.2258,46.67
Mamba,17,1.2468,45.89
Mamba,18,1.2456,46.22
Mamba,19,1.2315,46.67
Mamba,20,1.2361,47.0
Mamba,21,1.2104,48.78
Mamba,22,1.1749,47.56
Mamba,23,1.1721,48.11
Mamba,24,1.2148,48.56
Mamba,25,1.1508,52.11
Mamba,26,1.1661,48.89
Mamba,27,1.1567,50.22
Mamba,28,1.2059,50.89
Mamba,29,1.1647,49.44
Mamba,30,1.1389,49.0
Mamba,31,1.1487,52.67
Mamba,32,1.1397,49.67
Mamba,33,1.1338,49.44
Mamba,34,1.1291,51.89
Mamba,35,1.1102,53.44
Mamba,36,1.1308,51.22
Mamba,37,1.124,51.44
Mamba,38,1.1005,53.11
Mamba,39,1.1486,52.44
Mamba,40,1.1163,51.78
Mamba,41,1.1098,51.56
Mamba,42,1.1115,53.56
Mamba,43,1.1137,51.44
Mamba,44,1.0705,52.89
Mamba,45,1.0743,54.56
Mamba,46,1.0582,55.67
Mamba,47,1.0977,52.56
Mamba,48,1.0702,54.89
Mamba,49,1.0713,54.44
Mamba,50,1.0933,53.56
Mamba,51,1.0415,56.33
Mamba,52,1.0715,53.56
Mamba,53,1.0598,53.89
Mamba,54,1.1385,53.67
