Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3595,31.33
LSTM,2,1.3552,31.89
LSTM,3,1.3537,30.67
LSTM,4,1.3535,32.67
LSTM,5,1.3483,33.78
LSTM,6,1.3421,33.22
LSTM,7,1.3354,32.78
LSTM,8,1.3504,31.22
LSTM,9,1.3226,34.11
LSTM,10,1.34,32.11
LSTM,11,1.3236,33.33
LSTM,12,1.3236,32.56
LSTM,13,1.325,33.67
LSTM,14,1.3306,32.89
LSTM,15,1.322,33.67
LSTM,16,1.3195,33.89
LSTM,17,1.3311,33.11
LSTM,18,1.3173,35.33
LSTM,19,1.3155,35.11
LSTM,20,1.3263,32.78
LSTM,21,1.3166,33.89
LSTM,22,1.3231,34.33
LSTM,23,1.309,33.22
LSTM,24,1.3145,34.56
LSTM,25,1.3001,35.11
LSTM,26,1.311,34.44
LSTM,27,1.3166,34.89
LSTM,28,1.3267,33.89
LSTM,29,1.3207,34.44
LSTM,30,1.3253,34.89
LSTM,31,1.3215,34.33
LSTM,32,1.3224,34.78
LSTM,33,1.3237,33.56
LSTM,34,1.344,33.89
LSTM,35,1.3348,34.67
Mamba,1,1.3692,29.89
Mamba,2,1.3595,31.11
Mamba,3,1.3564,32.78
Mamba,4,1.3524,32.11
Mamba,5,1.3419,33.11
Mamba,6,1.3291,36.22
Mamba,7,1.3195,36.89
Mamba,8,1.3054,38.89
Mamba,9,1.2844,40.44
Mamba,10,1.2874,39.44
Mamba,11,1.2803,39.78
Mamba,12,1.2511,44.56
Mamba,13,1.2589,43.78
Mamba,14,1.2529,43.33
Mamba,15,1.305,41.11
Mamba,16,1.2374,44.78
Mamba,17,1.2104,46.78
Mamba,18,1.2255,45.56
Mamba,19,1.2594,46.67
Mamba,20,1.2494,46.78
Mamba,21,1.1968,48.22
Mamba,22,1.2133,47.89
Mamba,23,1.2168,47.89
Mamba,24,1.2116,48.11
Mamba,25,1.2996,43.89
Mamba,26,1.2132,50.11
Mamba,27,1.2156,48.11
Mamba,28,1.1959,49.44
Mamba,29,1.1889,49.22
Mamba,30,1.1912,49.33
Mamba,31,1.211,48.56
Mamba,32,1.198,48.33
Mamba,33,1.204,50.89
Mamba,34,1.2258,51.44
Mamba,35,1.1991,49.78
Mamba,36,1.1943,50.0
Mamba,37,1.2166,48.89
Mamba,38,1.2155,49.89
Mamba,39,1.1934,50.78
Transformer,1,1.4037,26.44
Transformer,2,1.3816,28.33
Transformer,3,1.3697,30.33
Transformer,4,1.2987,36.56
Transformer,5,1.0737,52.0
Transformer,6,0.9137,56.33
Transformer,7,0.8499,59.22
Transformer,8,0.8502,57.56
Transformer,9,0.8026,60.0
Transformer,10,0.7765,60.67
Transformer,11,0.7084,62.56
Transformer,12,0.701,62.89
Transformer,13,0.6977,64.56
Transformer,14,0.6671,65.89
Transformer,15,0.6777,65.33
Transformer,16,0.6917,64.67
Transformer,17,0.6611,64.44
Transformer,18,0.6658,66.22
Transformer,19,0.6862,63.67
Transformer,20,0.6447,66.22
Transformer,21,0.6667,65.0
Transformer,22,0.646,67.11
Transformer,23,0.6164,66.89
Transformer,24,0.7541,61.89
Transformer,25,0.6756,64.89
Transformer,26,0.659,67.0
Transformer,27,0.6179,66.78
Transformer,28,0.5975,68.44
Transformer,29,0.6041,69.44
Transformer,30,0.6494,65.78
Transformer,31,0.6539,66.11
Transformer,32,0.6386,66.22
Transformer,33,0.6072,67.67
Transformer,34,0.6163,66.78
Transformer,35,0.6,69.44
Transformer,36,0.5768,70.78
Transformer,37,0.5869,69.0
Transformer,38,0.5827,71.11
Transformer,39,0.5547,70.67
Transformer,40,0.5835,70.78
Transformer,41,0.581,71.33
Transformer,42,0.5914,69.11
Transformer,43,0.5624,71.56
Transformer,44,0.5709,72.11
Transformer,45,0.5914,71.0
Transformer,46,0.5752,72.67
Transformer,47,0.5473,73.56
Transformer,48,0.5689,72.0
Transformer,49,0.5516,73.44
Transformer,50,0.5516,73.33
Transformer,51,0.5348,75.33
Transformer,52,0.5333,74.44
Transformer,53,0.5499,74.67
Transformer,54,0.551,73.33
Transformer,55,0.5505,74.56
Transformer,56,0.5709,72.89
Transformer,57,0.5587,74.22
Transformer,58,0.5501,75.22
Transformer,59,0.5309,75.78
Transformer,60,0.522,76.33
Transformer,61,0.5273,75.89
Transformer,62,0.5298,76.33
Transformer,63,0.529,76.67
Transformer,64,0.5327,76.44
Transformer,65,0.5289,75.11
Transformer,66,0.5326,76.11
Transformer,67,0.5234,76.56
Transformer,68,0.5263,77.67
Transformer,69,0.5288,76.22
Transformer,70,0.522,76.56
1D-CNN (InceptionTime),1,1.4377,25.56
1D-CNN (InceptionTime),2,1.3938,25.33
1D-CNN (InceptionTime),3,1.3861,30.33
1D-CNN (InceptionTime),4,1.0381,54.44
1D-CNN (InceptionTime),5,0.9957,51.67
1D-CNN (InceptionTime),6,0.9355,61.33
1D-CNN (InceptionTime),7,0.8752,67.56
1D-CNN (InceptionTime),8,0.6722,73.78
1D-CNN (InceptionTime),9,0.6192,76.33
1D-CNN (InceptionTime),10,0.5389,78.56
1D-CNN (InceptionTime),11,0.5132,80.78
1D-CNN (InceptionTime),12,0.4896,80.44
1D-CNN (InceptionTime),13,0.3997,86.44
1D-CNN (InceptionTime),14,0.3582,86.78
1D-CNN (InceptionTime),15,0.3333,89.0
1D-CNN (InceptionTime),16,0.3234,89.33
1D-CNN (InceptionTime),17,0.3156,90.78
1D-CNN (InceptionTime),18,0.2527,92.67
1D-CNN (InceptionTime),19,0.2787,91.89
1D-CNN (InceptionTime),20,0.2636,91.44
1D-CNN (InceptionTime),21,0.2527,92.22
1D-CNN (InceptionTime),22,0.2443,92.44
1D-CNN (InceptionTime),23,0.2421,92.44
1D-CNN (InceptionTime),24,0.2192,93.78
1D-CNN (InceptionTime),25,0.2395,92.44
1D-CNN (InceptionTime),26,0.2194,92.78
1D-CNN (InceptionTime),27,0.2549,92.89
1D-CNN (InceptionTime),28,0.2536,92.44
1D-CNN (InceptionTime),29,0.2644,92.0
1D-CNN (InceptionTime),30,0.2139,93.78
1D-CNN (InceptionTime),31,0.2214,94.0
1D-CNN (InceptionTime),32,0.2133,93.22
1D-CNN (InceptionTime),33,0.2371,92.56
1D-CNN (InceptionTime),34,0.2227,93.67
1D-CNN (InceptionTime),35,0.2801,91.89
1D-CNN (InceptionTime),36,0.2225,93.44
1D-CNN (InceptionTime),37,0.2704,93.0
1D-CNN (InceptionTime),38,0.2035,94.67
1D-CNN (InceptionTime),39,0.2158,94.67
1D-CNN (InceptionTime),40,0.2505,92.89
1D-CNN (InceptionTime),41,0.2627,93.11
1D-CNN (InceptionTime),42,0.2183,94.78
1D-CNN (InceptionTime),43,0.2141,95.11
1D-CNN (InceptionTime),44,0.3408,93.11
1D-CNN (InceptionTime),45,0.2043,95.33
1D-CNN (InceptionTime),46,0.2225,94.89
1D-CNN (InceptionTime),47,0.2152,95.44
1D-CNN (InceptionTime),48,0.2299,95.0
