Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.573,0.9244,0.7075,225
Decision Trees (LightGBM),chemical,0.7047,0.6044,0.6507,225
Decision Trees (LightGBM),electric,0.4505,0.4444,0.4474,225
Decision Trees (LightGBM),impulsive,0.4098,0.2222,0.2882,225
Decision Trees (LightGBM),macro_avg,0.5345,0.5489,0.5235,900
Decision Trees (LightGBM),weighted_avg,0.5345,0.5489,0.5235,900
Decision Trees (LightGBM),t_no_thrust,208.0,0.0,12.0,5
Decision Trees (LightGBM),t_chemical,8.0,136.0,46.0,35
Decision Trees (LightGBM),t_electric,64.0,29.0,100.0,32
Decision Trees (LightGBM),t_impulsive,83.0,28.0,64.0,50
MiniRocket,no_thrust,0.9698,1.0,0.9847,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,0.9689,0.9842,225
MiniRocket,macro_avg,0.9925,0.9922,0.9922,900
MiniRocket,weighted_avg,0.9925,0.9922,0.9922,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,7.0,0.0,0.0,218
LSTM,no_thrust,0.3352,0.5244,0.409,225
LSTM,chemical,0.3612,0.5378,0.4321,225
LSTM,electric,0.2985,0.0889,0.137,225
LSTM,impulsive,0.2534,0.1644,0.1995,225
LSTM,macro_avg,0.3121,0.3289,0.2944,900
LSTM,weighted_avg,0.3121,0.3289,0.2944,900
LSTM,t_no_thrust,118.0,58.0,12.0,37
LSTM,t_chemical,58.0,121.0,16.0,30
LSTM,t_electric,82.0,81.0,20.0,42
LSTM,t_impulsive,94.0,75.0,19.0,37
Mamba,no_thrust,0.6667,0.8533,0.7485,225
Mamba,chemical,0.7008,0.76,0.7292,225
Mamba,electric,0.4211,0.4267,0.4238,225
Mamba,impulsive,0.4143,0.2578,0.3178,225
Mamba,macro_avg,0.5507,0.5744,0.5548,900
Mamba,weighted_avg,0.5507,0.5744,0.5548,900
Mamba,t_no_thrust,192.0,2.0,14.0,17
Mamba,t_chemical,7.0,171.0,36.0,11
Mamba,t_electric,39.0,36.0,96.0,54
Mamba,t_impulsive,50.0,35.0,82.0,58
Transformer,no_thrust,0.9739,0.9956,0.9846,225
Transformer,chemical,0.8304,0.8267,0.8285,225
Transformer,electric,0.4936,0.5156,0.5043,225
Transformer,impulsive,0.4976,0.4667,0.4817,225
Transformer,macro_avg,0.6989,0.7011,0.6998,900
Transformer,weighted_avg,0.6989,0.7011,0.6998,900
Transformer,t_no_thrust,224.0,0.0,0.0,1
Transformer,t_chemical,0.0,186.0,18.0,21
Transformer,t_electric,4.0,21.0,116.0,84
Transformer,t_impulsive,2.0,17.0,101.0,105
1D-CNN (InceptionTime),no_thrust,0.9244,0.9778,0.9503,225
1D-CNN (InceptionTime),chemical,0.942,0.9378,0.9399,225
1D-CNN (InceptionTime),electric,0.9345,0.9511,0.9427,225
1D-CNN (InceptionTime),impulsive,0.9665,0.8978,0.9309,225
1D-CNN (InceptionTime),macro_avg,0.9418,0.9411,0.9409,900
1D-CNN (InceptionTime),weighted_avg,0.9418,0.9411,0.9409,900
1D-CNN (InceptionTime),t_no_thrust,220.0,0.0,4.0,1
1D-CNN (InceptionTime),t_chemical,1.0,211.0,8.0,5
1D-CNN (InceptionTime),t_electric,6.0,4.0,214.0,1
1D-CNN (InceptionTime),t_impulsive,11.0,9.0,3.0,202
