Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.6182,0.9067,0.7351,225
Decision Trees (LightGBM),chemical,0.7353,0.6667,0.6993,225
Decision Trees (LightGBM),electric,0.456,0.5067,0.48,225
Decision Trees (LightGBM),impulsive,0.4138,0.2133,0.2815,225
Decision Trees (LightGBM),macro_avg,0.5558,0.5733,0.549,900
Decision Trees (LightGBM),weighted_avg,0.5558,0.5733,0.549,900
Decision Trees (LightGBM),t_no_thrust,204.0,4.0,11.0,6
Decision Trees (LightGBM),t_chemical,11.0,150.0,35.0,29
Decision Trees (LightGBM),t_electric,52.0,26.0,114.0,33
Decision Trees (LightGBM),t_impulsive,63.0,24.0,90.0,48
MiniRocket,no_thrust,0.974,1.0,0.9868,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,0.9733,0.9865,225
MiniRocket,macro_avg,0.9935,0.9933,0.9933,900
MiniRocket,weighted_avg,0.9935,0.9933,0.9933,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,6.0,0.0,0.0,219
LSTM,no_thrust,0.3386,0.5689,0.4245,225
LSTM,chemical,0.3692,0.5333,0.4364,225
LSTM,electric,0.2892,0.1067,0.1558,225
LSTM,impulsive,0.2895,0.1467,0.1947,225
LSTM,macro_avg,0.3216,0.3389,0.3029,900
LSTM,weighted_avg,0.3216,0.3389,0.3029,900
LSTM,t_no_thrust,128.0,64.0,10.0,23
LSTM,t_chemical,59.0,120.0,25.0,21
LSTM,t_electric,93.0,71.0,24.0,37
LSTM,t_impulsive,98.0,70.0,24.0,33
Mamba,no_thrust,0.6667,0.7556,0.7083,225
Mamba,chemical,0.5943,0.7422,0.6601,225
Mamba,electric,0.3512,0.2622,0.3003,225
Mamba,impulsive,0.3929,0.3422,0.3658,225
Mamba,macro_avg,0.5013,0.5256,0.5086,900
Mamba,weighted_avg,0.5013,0.5256,0.5086,900
Mamba,t_no_thrust,170.0,7.0,26.0,22
Mamba,t_chemical,9.0,167.0,31.0,18
Mamba,t_electric,31.0,56.0,59.0,79
Mamba,t_impulsive,45.0,51.0,52.0,77
Transformer,no_thrust,0.9739,0.9956,0.9846,225
Transformer,chemical,0.885,0.7867,0.8329,225
Transformer,electric,0.5331,0.7511,0.6236,225
Transformer,impulsive,0.6275,0.4267,0.5079,225
Transformer,macro_avg,0.7549,0.74,0.7373,900
Transformer,weighted_avg,0.7549,0.74,0.7373,900
Transformer,t_no_thrust,224.0,0.0,1.0,0
Transformer,t_chemical,0.0,177.0,33.0,15
Transformer,t_electric,2.0,12.0,169.0,42
Transformer,t_impulsive,4.0,11.0,114.0,96
1D-CNN (InceptionTime),no_thrust,0.9244,0.9778,0.9503,225
1D-CNN (InceptionTime),chemical,0.9646,0.9689,0.9667,225
1D-CNN (InceptionTime),electric,0.9735,0.9778,0.9756,225
1D-CNN (InceptionTime),impulsive,0.9714,0.9067,0.9379,225
1D-CNN (InceptionTime),macro_avg,0.9585,0.9578,0.9577,900
1D-CNN (InceptionTime),weighted_avg,0.9585,0.9578,0.9577,900
1D-CNN (InceptionTime),t_no_thrust,220.0,0.0,5.0,0
1D-CNN (InceptionTime),t_chemical,2.0,218.0,0.0,5
1D-CNN (InceptionTime),t_electric,1.0,3.0,220.0,1
1D-CNN (InceptionTime),t_impulsive,15.0,5.0,1.0,204
