Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.6261,0.9156,0.7437,225
Decision Trees (LightGBM),chemical,0.7143,0.6889,0.7014,225
Decision Trees (LightGBM),electric,0.4177,0.4622,0.4388,225
Decision Trees (LightGBM),impulsive,0.3714,0.1733,0.2364,225
Decision Trees (LightGBM),macro_avg,0.5324,0.56,0.5301,900
Decision Trees (LightGBM),weighted_avg,0.5324,0.56,0.5301,900
Decision Trees (LightGBM),t_no_thrust,206.0,0.0,13.0,6
Decision Trees (LightGBM),t_chemical,10.0,155.0,40.0,20
Decision Trees (LightGBM),t_electric,52.0,29.0,104.0,40
Decision Trees (LightGBM),t_impulsive,61.0,33.0,92.0,39
MiniRocket,no_thrust,1.0,1.0,1.0,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,1.0,1.0,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,1.0,1.0,1.0,900
MiniRocket,weighted_avg,1.0,1.0,1.0,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,0.0,0.0,225.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.3234,0.6267,0.4266,225
LSTM,chemical,0.3881,0.4622,0.4219,225
LSTM,electric,0.295,0.1822,0.2253,225
LSTM,impulsive,0.2807,0.0711,0.1135,225
LSTM,macro_avg,0.3218,0.3356,0.2968,900
LSTM,weighted_avg,0.3218,0.3356,0.2968,900
LSTM,t_no_thrust,141.0,48.0,25.0,11
LSTM,t_chemical,78.0,104.0,33.0,10
LSTM,t_electric,105.0,59.0,41.0,20
LSTM,t_impulsive,112.0,57.0,40.0,16
Mamba,no_thrust,0.7034,0.9067,0.7922,225
Mamba,chemical,0.7261,0.7778,0.7511,225
Mamba,electric,0.4028,0.2578,0.3144,225
Mamba,impulsive,0.4356,0.4356,0.4356,225
Mamba,macro_avg,0.567,0.5944,0.5733,900
Mamba,weighted_avg,0.567,0.5944,0.5733,900
Mamba,t_no_thrust,204.0,2.0,6.0,13
Mamba,t_chemical,7.0,175.0,20.0,23
Mamba,t_electric,38.0,38.0,58.0,91
Mamba,t_impulsive,41.0,26.0,60.0,98
Transformer,no_thrust,0.9483,0.9778,0.9628,225
Transformer,chemical,0.9126,0.8356,0.8724,225
Transformer,electric,0.4505,0.8089,0.5787,225
Transformer,impulsive,0.5172,0.1333,0.212,225
Transformer,macro_avg,0.7072,0.6889,0.6565,900
Transformer,weighted_avg,0.7072,0.6889,0.6565,900
Transformer,t_no_thrust,220.0,0.0,0.0,5
Transformer,t_chemical,0.0,188.0,34.0,3
Transformer,t_electric,7.0,16.0,182.0,20
Transformer,t_impulsive,5.0,2.0,188.0,30
1D-CNN (InceptionTime),no_thrust,0.9614,0.9956,0.9782,225
1D-CNN (InceptionTime),chemical,0.9731,0.9644,0.9688,225
1D-CNN (InceptionTime),electric,0.9954,0.9689,0.982,225
1D-CNN (InceptionTime),impulsive,0.9644,0.9644,0.9644,225
1D-CNN (InceptionTime),macro_avg,0.9736,0.9733,0.9733,900
1D-CNN (InceptionTime),weighted_avg,0.9736,0.9733,0.9733,900
1D-CNN (InceptionTime),t_no_thrust,224.0,0.0,1.0,0
1D-CNN (InceptionTime),t_chemical,0.0,217.0,0.0,8
1D-CNN (InceptionTime),t_electric,4.0,3.0,218.0,0
1D-CNN (InceptionTime),t_impulsive,5.0,3.0,0.0,217
