Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.7213,52.11
LSTM,2,0.4438,72.89
LSTM,3,0.413,75.22
LSTM,4,0.4074,74.56
LSTM,5,0.3965,74.89
LSTM,6,0.3907,75.67
LSTM,7,0.4049,74.0
LSTM,8,0.3907,73.89
LSTM,9,0.3915,76.33
LSTM,10,0.384,76.33
LSTM,11,0.3696,75.0
LSTM,12,0.3687,77.22
LSTM,13,0.3763,74.67
LSTM,14,0.3635,77.22
LSTM,15,0.324,93.56
LSTM,16,0.0494,99.0
LSTM,17,0.0324,99.33
LSTM,18,0.0625,98.11
LSTM,19,0.0229,99.67
LSTM,20,0.0208,99.56
LSTM,21,0.0173,99.67
LSTM,22,0.0156,99.78
LSTM,23,0.014,99.78
LSTM,24,0.0148,99.78
LSTM,25,0.0126,99.89
LSTM,26,0.0095,99.89
LSTM,27,0.0123,99.67
LSTM,28,0.0337,99.33
LSTM,29,0.0324,99.33
LSTM,30,0.0223,99.67
LSTM,31,0.0764,98.11
LSTM,32,0.02,99.67
LSTM,33,0.016,99.67
LSTM,34,0.0144,99.78
LSTM,35,0.0131,99.78
LSTM,36,0.0123,99.78
Mamba,1,1.1573,47.0
Mamba,2,0.4519,74.11
Mamba,3,0.4082,75.22
Mamba,4,0.3912,77.22
Mamba,5,0.3416,84.11
Mamba,6,0.1256,96.56
Mamba,7,0.0674,98.67
Mamba,8,0.0552,98.78
Mamba,9,0.0402,99.22
Mamba,10,0.0476,98.78
Mamba,11,0.0411,99.44
Mamba,12,0.0433,99.22
Mamba,13,0.059,98.44
Mamba,14,0.0486,99.33
Mamba,15,0.039,99.33
Mamba,16,0.0455,98.89
Mamba,17,0.0465,98.89
Mamba,18,0.0572,99.11
Mamba,19,0.0594,99.33
Mamba,20,0.0801,98.44
Mamba,21,0.0512,99.11
Mamba,22,0.0797,99.33
Mamba,23,0.0554,99.44
Mamba,24,0.0568,99.33
Mamba,25,0.0599,99.33
Transformer,1,0.1173,95.89
Transformer,2,0.0366,99.22
Transformer,3,0.0392,98.78
Transformer,4,0.0295,99.22
Transformer,5,0.0346,99.22
Transformer,6,0.0145,99.56
Transformer,7,0.0133,99.56
Transformer,8,0.0034,99.89
Transformer,9,0.0123,99.56
Transformer,10,0.0029,99.89
Transformer,11,0.0028,99.89
Transformer,12,0.0026,99.78
Transformer,13,0.004,99.78
Transformer,14,0.0029,99.78
Transformer,15,0.0034,99.78
Transformer,16,0.0025,99.78
Transformer,17,0.0024,99.78
Transformer,18,0.0023,99.89
Transformer,19,0.0028,99.78
Transformer,20,0.0043,99.78
Transformer,21,0.0104,99.67
Transformer,22,0.0086,99.78
Transformer,23,0.0168,99.56
Transformer,24,0.0036,99.78
Transformer,25,0.0023,99.89
Transformer,26,0.0053,99.89
Transformer,27,0.0039,99.89
Transformer,28,0.0014,99.89
Transformer,29,0.0014,99.89
Transformer,30,0.0004,100.0
Transformer,31,0.0006,100.0
Transformer,32,0.0001,100.0
Transformer,33,0.0002,100.0
Transformer,34,0.0002,100.0
Transformer,35,0.0,100.0
Transformer,36,0.0002,100.0
Transformer,37,0.0004,100.0
Transformer,38,0.0004,100.0
Transformer,39,0.0004,100.0
Transformer,40,0.0008,100.0
Transformer,41,0.0004,100.0
Transformer,42,0.0002,100.0
Transformer,43,0.0002,100.0
Transformer,44,0.0001,100.0
Transformer,45,0.0002,100.0
1D-CNN (InceptionTime),1,0.0739,98.33
1D-CNN (InceptionTime),2,0.0801,96.22
1D-CNN (InceptionTime),3,0.0475,98.67
1D-CNN (InceptionTime),4,0.0351,99.11
1D-CNN (InceptionTime),5,0.0275,99.33
1D-CNN (InceptionTime),6,0.0262,99.33
1D-CNN (InceptionTime),7,0.0238,99.33
1D-CNN (InceptionTime),8,0.0217,99.22
1D-CNN (InceptionTime),9,0.0271,99.33
1D-CNN (InceptionTime),10,0.0263,99.22
1D-CNN (InceptionTime),11,0.0405,99.22
1D-CNN (InceptionTime),12,0.0166,99.33
1D-CNN (InceptionTime),13,0.0582,98.56
1D-CNN (InceptionTime),14,0.0216,99.44
1D-CNN (InceptionTime),15,0.0138,99.56
1D-CNN (InceptionTime),16,0.0222,99.44
1D-CNN (InceptionTime),17,0.0342,99.11
1D-CNN (InceptionTime),18,0.0268,99.33
1D-CNN (InceptionTime),19,0.0142,99.22
1D-CNN (InceptionTime),20,0.0186,99.44
1D-CNN (InceptionTime),21,0.0156,99.56
1D-CNN (InceptionTime),22,0.0189,99.44
1D-CNN (InceptionTime),23,0.0206,99.44
1D-CNN (InceptionTime),24,0.0243,99.44
1D-CNN (InceptionTime),25,0.0208,99.44
