Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3719,28.67
LSTM,2,1.3643,31.56
LSTM,3,1.3635,31.11
LSTM,4,1.3648,30.44
LSTM,5,1.3616,31.78
LSTM,6,1.3579,30.78
LSTM,7,1.3595,30.67
LSTM,8,1.3567,33.33
LSTM,9,1.3538,31.89
LSTM,10,1.3595,31.11
LSTM,11,1.3523,32.0
LSTM,12,1.3543,31.44
LSTM,13,1.3553,33.11
LSTM,14,1.3674,31.33
LSTM,15,1.3493,31.78
LSTM,16,1.3565,31.78
LSTM,17,1.3524,31.11
LSTM,18,1.3609,31.56
LSTM,19,1.3543,33.0
LSTM,20,1.3722,31.67
LSTM,21,1.3566,32.44
LSTM,22,1.3689,31.78
LSTM,23,1.4039,32.22
LSTM,24,1.402,31.89
LSTM,25,1.3867,31.89
Mamba,1,1.3803,27.33
Mamba,2,1.3732,29.11
Mamba,3,1.3702,29.22
Mamba,4,1.3642,29.78
Mamba,5,1.3538,32.44
Mamba,6,1.3448,32.67
Mamba,7,1.3357,37.33
Mamba,8,1.3127,37.56
Mamba,9,1.3124,36.44
Mamba,10,1.2763,38.67
Mamba,11,1.2566,41.56
Mamba,12,1.2372,45.67
Mamba,13,1.2326,44.33
Mamba,14,1.2231,44.33
Mamba,15,1.2304,44.0
Mamba,16,1.2402,44.11
Mamba,17,1.1975,45.67
Mamba,18,1.1821,45.67
Mamba,19,1.2123,45.0
Mamba,20,1.1876,45.33
Mamba,21,1.1858,45.67
Mamba,22,1.1812,45.78
Mamba,23,1.1554,47.0
Mamba,24,1.1643,49.0
Mamba,25,1.1708,48.11
Mamba,26,1.158,47.44
Mamba,27,1.1671,48.33
Mamba,28,1.1218,51.11
Mamba,29,1.1273,50.67
Mamba,30,1.1557,50.33
Mamba,31,1.1368,51.33
Mamba,32,1.1486,48.89
Mamba,33,1.1536,50.22
Mamba,34,1.1383,50.56
Mamba,35,1.1002,51.78
Mamba,36,1.0989,51.33
Mamba,37,1.1057,52.44
Mamba,38,1.1163,53.67
Mamba,39,1.1193,51.89
Mamba,40,1.1166,51.67
Mamba,41,1.1338,53.33
Mamba,42,1.1055,53.0
Mamba,43,1.0866,53.56
Mamba,44,1.1016,52.33
Mamba,45,1.1026,51.67
Mamba,46,1.1032,51.67
Mamba,47,1.0975,52.33
Mamba,48,1.0934,52.56
Mamba,49,1.0972,53.44
Mamba,50,1.0885,53.22
Mamba,51,1.0986,52.33
Mamba,52,1.1014,52.33
Mamba,53,1.0927,53.44
Transformer,1,1.3941,27.0
Transformer,2,1.392,26.89
Transformer,3,1.3352,35.11
Transformer,4,1.1792,43.22
Transformer,5,0.9214,55.89
Transformer,6,0.8437,59.78
Transformer,7,0.8366,59.78
Transformer,8,0.7804,61.22
Transformer,9,0.7853,61.56
Transformer,10,0.7248,63.11
Transformer,11,0.7204,63.11
Transformer,12,0.7196,63.33
Transformer,13,0.7021,63.0
Transformer,14,0.7528,63.33
Transformer,15,0.6751,65.11
Transformer,16,0.7284,64.89
Transformer,17,0.6547,66.67
Transformer,18,0.6739,65.44
Transformer,19,0.6533,67.0
Transformer,20,0.6709,65.78
Transformer,21,0.689,65.78
Transformer,22,0.6882,65.22
Transformer,23,0.688,66.56
Transformer,24,0.6468,66.22
Transformer,25,0.6564,65.33
Transformer,26,0.6335,66.44
Transformer,27,0.6417,67.11
Transformer,28,0.6323,69.0
Transformer,29,0.6562,65.33
Transformer,30,0.6319,66.33
Transformer,31,0.6705,66.33
Transformer,32,0.6255,67.89
Transformer,33,0.6255,68.11
Transformer,34,0.6214,68.0
Transformer,35,0.624,67.89
Transformer,36,0.644,66.0
Transformer,37,0.605,68.56
Transformer,38,0.6245,65.78
Transformer,39,0.6554,67.33
Transformer,40,0.5975,68.22
Transformer,41,0.6278,68.44
Transformer,42,0.6121,68.33
Transformer,43,0.6348,68.33
Transformer,44,0.6388,68.0
Transformer,45,0.6327,67.89
Transformer,46,0.6263,67.67
Transformer,47,0.6001,69.56
Transformer,48,0.6019,68.78
Transformer,49,0.5944,69.22
Transformer,50,0.6016,68.56
Transformer,51,0.6048,69.11
Transformer,52,0.5991,67.56
Transformer,53,0.5872,70.67
Transformer,54,0.5956,69.44
Transformer,55,0.5998,69.11
Transformer,56,0.6066,68.67
Transformer,57,0.5838,69.89
Transformer,58,0.5971,69.56
Transformer,59,0.6095,69.0
Transformer,60,0.5912,69.67
Transformer,61,0.6032,69.0
Transformer,62,0.5953,69.56
Transformer,63,0.5928,68.56
Transformer,64,0.5872,69.44
Transformer,65,0.5875,69.11
Transformer,66,0.6006,69.78
Transformer,67,0.5876,69.89
1D-CNN (InceptionTime),1,1.3882,26.22
1D-CNN (InceptionTime),2,1.4033,25.78
1D-CNN (InceptionTime),3,1.355,32.22
1D-CNN (InceptionTime),4,1.0428,55.22
1D-CNN (InceptionTime),5,0.7477,72.11
1D-CNN (InceptionTime),6,0.6524,70.89
1D-CNN (InceptionTime),7,0.554,73.78
1D-CNN (InceptionTime),8,0.5203,78.89
1D-CNN (InceptionTime),9,0.5085,80.67
1D-CNN (InceptionTime),10,0.48,80.78
1D-CNN (InceptionTime),11,0.4696,81.67
1D-CNN (InceptionTime),12,0.4941,82.0
1D-CNN (InceptionTime),13,0.4492,84.0
1D-CNN (InceptionTime),14,0.4251,83.67
1D-CNN (InceptionTime),15,0.3786,87.44
1D-CNN (InceptionTime),16,0.393,85.78
1D-CNN (InceptionTime),17,0.3283,89.0
1D-CNN (InceptionTime),18,0.3021,89.67
1D-CNN (InceptionTime),19,0.3148,88.89
1D-CNN (InceptionTime),20,0.2794,89.11
1D-CNN (InceptionTime),21,0.2735,90.78
1D-CNN (InceptionTime),22,0.2627,90.56
1D-CNN (InceptionTime),23,0.2822,90.22
1D-CNN (InceptionTime),24,0.2331,92.44
1D-CNN (InceptionTime),25,0.2226,92.67
1D-CNN (InceptionTime),26,0.2272,92.56
1D-CNN (InceptionTime),27,0.2329,92.44
1D-CNN (InceptionTime),28,0.2458,92.11
1D-CNN (InceptionTime),29,0.2512,91.67
