Model,Epoch,Validation Loss,Validation Accuracy
1D-CNN (InceptionTime),30,0.2525,93.67
1D-CNN (InceptionTime),31,0.2711,91.11
1D-CNN (InceptionTime),32,0.1783,94.44
1D-CNN (InceptionTime),33,0.1714,95.0
1D-CNN (InceptionTime),34,0.1854,94.67
1D-CNN (InceptionTime),35,0.2087,94.11
1D-CNN (InceptionTime),36,0.1932,94.67
1D-CNN (InceptionTime),37,0.1643,95.11
1D-CNN (InceptionTime),38,0.2831,92.89
1D-CNN (InceptionTime),39,0.2056,93.56
1D-CNN (InceptionTime),40,0.1517,94.89
1D-CNN (InceptionTime),41,0.1982,94.44
1D-CNN (InceptionTime),42,0.1885,95.0
1D-CNN (InceptionTime),43,0.1836,95.44
1D-CNN (InceptionTime),44,0.2101,94.44
1D-CNN (InceptionTime),45,0.1656,95.78
1D-CNN (InceptionTime),46,0.2218,93.89
1D-CNN (InceptionTime),47,0.1875,94.44
1D-CNN (InceptionTime),48,0.1908,95.11
1D-CNN (InceptionTime),49,0.1958,95.22
1D-CNN (InceptionTime),50,0.1906,95.56
